,,, Salary ,,,,,,,
Rk,Player,Tm,year0,year1,year2,year3,year4,year5,Signed Using, Guaranteed 
131,Rudy Gay,SAS,10087200,,,,,,Non-Bird Rights,10087200
132,Jon Leuer,DET,10002681,9508043,,,,,Cap Space,19510724
133,Andre Roberson,OKC,10000000,10740741,,,,,Bird Rights,20740741
134,Danny Green,TOR,10000000,,,,,,Bird Rights,10000000
135,Darren Collison,IND,10000000,,,,,,Cap space,10000000
136,Dwight Powell,DAL,9631250,10259375,,,,,Cap Space,9631250
137,Matthew Dellavedova,CLE,9607500,9607500,,,,,Cap Space,19215000
138,Dante Exum,UTA,9600000,9600000,9600000,,,,Cap Space,27300000
139,Jared Dudley,BRK,9530000,,,,,,Cap Space,9530000
140,Norman Powell,TOR,9367200,10116576,10865952,11615328,,,Cap Space,30349728
,,, Salary ,,,,,,,
Rk,Player,Tm, 2018-19 , 2019-20 , 2020-21 , 2021-22 , 2022-23 , 2023-24 ,Signed Using, Guaranteed 
141,Josh Richardson,MIA,9367200,10100000,10800000,11600000,,,Minimum Salary,30267200
142,Bogdan Bogdanovic,SAC,9000000,8529386,,,,,Cap space,17529386
143,Rajon Rondo,LAL,9000000,,,,,,,9000000
144,E'Twaun Moore,NOP,8808685,8664928,,,,,Cap Space,17473613
145,Kosta Koufos,SAC,8739500,,,,,,Cap Space,8739500
146,Jerami Grant,OKC,8653847,9346153,9346153,,,,,18000000
147,Fred VanVleet,TOR,8653847,9000000,,,,,Bird Rights,17653847
148,Kyle Anderson,MEM,8641000,9073050,9505100,9937150,,,MLE,37156300
149,Julius Randle,NOP,8641000,9073050,,,,,MLE,8641000
150,Markieff Morris,NOP,8600000,,,,,,,8600000
151,Jerryd Bayless,MIN,8575916,,,,,,Cap Space,8575916
152,Cristiano Felicio,CHI,8470980,8156500,7529020,,,,Cap space,24156500
153,Markelle Fultz,ORL,8339880,9745200,12288697,,,,1st Round Pick,18085080
154,Joe Harris,BRK,8333333,7670000,,,,,Early Bird Rights,16003333
155,C.J. Miles,MEM,8333333,8730158,,,,,MLE,8333333
156,Shaun Livingston,GSW,8307692,7692308,,,,,Bird Rights,10307692
157,Deandre Ayton,PHO,8165160,9562920,10018200,12632950,,,1st Round Pick,17728080
158,Lou Williams,LAC,8000000,8000000,1500000,,,,Cap Space,16000000
159,Garrett Temple,LAC,8000000,,,,,,Cap Space,8000000
160,P.J. Tucker,HOU,7969537,8349039,7969537,,,,MLE,18887764
,,, Salary ,,,,,,,
Rk,Player,Tm, 2018-19 , 2019-20 , 2020-21 , 2021-22 , 2022-23 , 2023-24 ,Signed Using, Guaranteed 
161,Cory Joseph,IND,7945000,,,,,,Cap Space,7945000
162,JaMychal Green,LAC,7866667,,,,,,Bird Rights,7866667
163,Karl-Anthony Towns,MIN,7839435,27250000,29430000,31610000,33790000,,1st round pick,163709435
164,Kyle Korver,UTA,7560000,7500000,,,,,Bird Rights,11000000
165,Jeremy Lamb,CHO,7488372,,,,,,Rookie scale extension,7488372
166,Darrell Arthur,PHO,7464912,,,,,,,7464912
167,Lonzo Ball,LAL,7461960,8719320,11003782,,,,1st Round Pick,16181280
168,Doug McDermott,IND,7333334,7333334,7333333,,,,,22000001
169,Jae Crowder,UTA,7305825,7815533,,,,,Bird Rights,15121358
170,Marvin Bagley,SAC,7305600,8556120,8963640,11312114,,,1st Round Pick,15861720
171,D.J. Augustin,ORL,7250000,7250000,,,,,Cap Space,14500000
172,Dewayne Dedmon,ATL,7200000,,,,,,Cap space,7200000
173,Lance Thomas,NYK,7119650,7583975,,,,,Cap Space,8119650
174,D'Angelo Russell,BRK,7019698,,,,,,1st round pick,7019698
175,Langston Galloway,DET,7000000,7333333,,,,,MLE,14333333
176,Davis Bertans,SAS,7000000,7000000,,,,,Early Bird Rights,14000000
177,Ersan Ilyasova,MIL,7000000,7000000,7000000,,,,MLE,14000000
178,Boban Marjanovic,PHI,7000000,,,,,,Cap Space,7000000
179,Al-Farouq Aminu,POR,6957105,,,,,,Cap Space,6957105
180,Jayson Tatum,BOS,6700800,7830000,9897120,,,,1st Round Pick,14530800
,,, Salary ,,,,,,,
Rk,Player,Tm, 2018-19 , 2019-20 , 2020-21 , 2021-22 , 2022-23 , 2023-24 ,Signed Using, Guaranteed 
181,Luka Doncic,DAL,6560640,7683360,8049360,10174391,,,1st Round Pick,14244000
182,Nemanja Bjelica,SAC,6500000,6825000,7150000,,,,,13325000
183,Mario Hezonja,NYK,6500000,,,,,,MLE,6500000
184,Ben Simmons,PHI,6434520,8113930,,,,,1st Round pick,14548450
185,Milos Teodosic,LAC,6300000,,,,,,,6300000
186,Wayne Ellington,PHO,6270000,,,,,,,6270000
187,Marco Belinelli,SAS,6153846,5846154,,,,,MLE,12000000
188,Wesley Johnson,WAS,6134520,,,,,,Cap Space,6134520
189,Josh Jackson,PHO,6041520,7059480,8930242,,,,1st Round Pick,13101000
190,Montrezl Harrell,LAC,6000000,6000000,,,,,,12000000
191,Jonathon Simmons,PHI,6000000,5700000,,,,,Cap space,7000000
192,Ish Smith,DET,6000000,,,,,,Cap Space,6000000
193,Jaren Jackson,MEM,5915040,6927480,7257360,9180560,,,1st Round Pick,12842520
194,Brandon Ingram,LAL,5757120,7265485,,,,,1st Round pick,13022605
195,Anthony Tolliver,MIN,5750000,,,,,,MLE,5750000
196,Kristaps Porzingis,DAL,5697054,,,,,,1st round pick,5697054
197,Deron Williams,BRK,5474787,5474787,,,,,,10949574
198,De'Aaron Fox,SAC,5470920,6392760,8099627,,,,1st Round Pick,11863680
199,Ben McLemore,SAC,5460000,,,,,,,5460000
200,Alex Abrines,OKC,5455236,,,,,,,5455236
,,, Salary ,,,,,,,
Rk,Player,Tm, 2018-19 , 2019-20 , 2020-21 , 2021-22 , 2022-23 , 2023-24 ,Signed Using, Guaranteed 
201,Patrick Patterson,OKC,5451600,5711200,,,,,MLE,5451600
202,Jason Smith,NOP,5450000,,,,,,,5450000
203,Marcus Morris,BOS,5375000,,,,,,Bird Rights,5375000
204,Trae Young,ATL,5356440,6273000,6571800,8326471,,,1st Round Pick,11629440
205,Dwight Howard,WAS,5337000,5603850,,,,,MLE,5337000
206,DeMarcus Cousins,GSW,5337000,,,,,,MLE,5337000
207,Josh Smith,DET,5331729,5331729,,,,,,10663458
208,Alexis Ajinca,LAC,5285394,,,,,,,5285394
209,Thabo Sefolosha,UTA,5250000,,,,,,Cap space,5250000
210,Aron Baynes,BOS,5193600,5453280,,,,,,5193600
211,Jaylen Brown,BOS,5169960,6534829,,,,,1st Rd pick,11704789
212,Patrick Beverley,LAC,5027028,,,,,,Bird Rights,5027028
213,Tony Parker,CHO,5000000,5000000,,,,,MLE,10000000
214,Mike Muscala,LAL,5000000,,,,,,Cap space,5000000
215,Dirk Nowitzki,DAL,5000000,,,,,,Cap Space,5000000
216,Jonathan Isaac,ORL,4969080,5806440,7362566,,,,1st Round Pick,10775520
217,Mohamed Bamba,ORL,4865040,5697600,5969040,7568742,,,1st Round Pick,24100422
218,Willie Cauley-Stein,SAC,4696875,,,,,,1st round pick,4696875
219,Dragan Bender,PHO,4661280,,,,,,1st Round pick,4661280
220,Ron Baker,NYK,4544400,,,,,,,4544400
,,, Salary ,,,,,,,
Rk,Player,Tm, 2018-19 , 2019-20 , 2020-21 , 2021-22 , 2022-23 , 2023-24 ,Signed Using, Guaranteed 
221,Lauri Markkanen,CHI,4536120,5300400,6731508,,,,1st Round Pick,9836520
222,Lance Stephenson,LAL,4449000,,,,,,,4449000
223,Kyle O'Quinn,IND,4449000,,,,,,Room Exception,4449000
224,Ed Davis,BRK,4449000,,,,,,Room Exception,4449000
225,Wendell Carter,CHI,4441200,5201400,5448840,6920027,,,1st Round Pick,9642600
226,Justin Holiday,MEM,4384616,,,,,,MLE,4384616
227,Alex Len,ATL,4350000,4160000,,,,,Room Exception,8510000
228,Mike Scott,PHI,4320500,,,,,,MLE,4320500
229,Luc Mbah a Moute,LAC,4320500,,,,,,MLE,4320500
230,Emmanuel Mudiay,NYK,4294480,,,,,,1st round pick,4294480
231,Kris Dunn,CHI,4221000,5348007,,,,,1st Round pick,9569007
232,Frank Ntilikina,NYK,4155720,4855800,6176578,,,,1st Round Pick,9011520
233,Glenn Robinson,DET,4075000,4150000,,,,,MLE,4075000
234,Collin Sexton,CLE,4068600,4764960,4991880,6349671,,,1st Round Pick,8833560
235,Al Jefferson,IND,4000000,,,,,,,4000000
236,Stanley Johnson,NOP,3940402,,,,,,1st round pick,3940402
237,Buddy Hield,SAC,3833760,4861208,,,,,1st Round pick,8694968
238,Dennis Smith,NYK,3819960,4463640,5686677,,,,1st Round Pick,8283600
239,Kevin Knox,NYK,3739920,4380120,4588680,5845978,,,1st Round Pick,8120040
240,J.J. Barea,DAL,3710850,,,,,,Cap Space,3710850
,,, Salary ,,,,,,,
Rk,Player,Tm, 2018-19 , 2019-20 , 2020-21 , 2021-22 , 2022-23 , 2023-24 ,Signed Using, Guaranteed 
241,Nene Hilario,HOU,3651480,3825360,,,,,Non-Bird Rights,7476840
242,Zach Collins,POR,3628920,4240200,5406255,,,,1st Round Pick,7869120
243,Frank Kaminsky,CHO,3627842,,,,,,1st round pick,3627842
244,Mikal Bridges,PHO,3552960,4161000,4359000,5557725,,,1st Round Pick,7713960
245,Mirza Teletovic,MIL,3500000,3500000,3500000,,,,,10500000
246,Michael Beasley,LAC,3500000,,,,,,,3500000
247,Jamal Murray,DEN,3499800,4444746,,,,,1st Round pick,7944546
248,Rodney Hood,POR,3472887,,,,,,,3472887
249,Jodie Meeks,MIL,3454500,,,,,,,3454500
250,Justise Winslow,MIA,3448926,13000000,13000000,13000000,,,1st round pick,29448926
251,Malik Monk,CHO,3447480,4028400,5345687,,,,1st Round Pick,7475880
252,Myles Turner,IND,3410284,18000000,18000000,18000000,18000000,,1st round pick,75410284
253,Allonzo Trier,NYK,3382000,3551100,,,,,Bi-Annual Exception,3382000
254,Brook Lopez,MIL,3382000,,,,,,Bi-annual Exception,3382000
255,Shai Gilgeous-Alexander,LAC,3375360,3952920,4141320,5495532,,,1st Round Pick,7328280
256,Trey Lyles,DEN,3364249,,,,,,1st round pick,3364249
257,Ekpe Udoh,UTA,3360000,,,,,,Room Exception,3360000
258,Devin Booker,PHO,3314365,27250000,29430000,31610000,33790000,,1st round pick,161364365
259,Luke Kennard,DET,3275280,3827160,5273826,,,,1st Round Pick,7102440
260,Cameron Payne,CHI,3263295,,,,,,,3263295
,,, Salary ,,,,,,,
Rk,Player,Tm, 2018-19 , 2019-20 , 2020-21 , 2021-22 , 2022-23 , 2023-24 ,Signed Using, Guaranteed 
261,Troy Daniels,PHO,3258539,,,,,,Cap Space,3258539
262,Kelly Oubre,PHO,3208630,,,,,,1st round pick,3208630
263,Miles Bridges,CHO,3206640,3755400,3934320,5421493,,,1st Round Pick,6962040
264,Marquese Chriss,CLE,3206160,,,,,,1st Rd pick,3206160
265,Tomas Satoransky,WAS,3129187,,,,,,Cap Space,3129187
266,Bryn Forbes,SAS,3125000,2875000,,,,,Early Bird Rights,6000000
267,Donovan Mitchell,UTA,3111480,3635760,5195501,,,,1st Round Pick,6747240
268,Terry Rozier,BOS,3050390,,,,,,1st round pick,3050390
269,Jerome Robinson,LAC,3046200,3567720,3737520,5340916,,,1st Round Pick,6613920
270,Yogi Ferrell,SAC,3000000,3150000,,,,,Cap Space,3000000
271,Elfrid Payton,NOP,3000000,,,,,,Bi-annual Exception,3000000
272,Bam Adebayo,MIA,2955840,3454080,5115492,,,,1st Round Pick,6409920
273,Jakob Poeltl,SAS,2947320,3754886,,,,,1st Round pick,6702206
274,Michael Porter,DEN,2894160,3389400,3550800,5258735,,,1st Round Pick,6283560
275,Andrew Nicholson,POR,2844429,2844429,2844429,2844429,2844429,,,17066574
276,Justin Jackson,DAL,2807880,3280920,5029650,,,,1st Round Pick,6088800
277,Thon Maker,DET,2799720,3569643,,,,,1st Round pick,6369363
278,Seth Curry,POR,2795000,,,,,,MLE,2795000
279,Cedi Osman,CLE,2775000,2907143,,,,,MLE,5682143
280,Sam Dekker,WAS,2760095,,,,,,1st Round pick,2760095
,,, Salary ,,,,,,,
Rk,Player,Tm, 2018-19 , 2019-20 , 2020-21 , 2021-22 , 2022-23 , 2023-24 ,Signed Using, Guaranteed 
281,Troy Brown,WAS,2749080,3219480,3372840,5170564,,,1st Round Pick,5968560
282,Guerschon Yabusele,BOS,2667600,3117240,4781846,,,,1st Round Pick,5784840
283,Justin Patton,PHI,2667600,,,,,,1st Round Pick,2667600
284,Domantas Sabonis,IND,2659800,3529555,,,,,1st Round pick,6189355
285,Jerian Grant,ORL,2639314,,,,,,1st Round pick,2639314
286,Zhaire Smith,PHI,2611800,3058800,3204600,4915856,,,1st Round Pick,5670600
287,Delon Wright,MEM,2536898,,,,,,1st Round pick,2536898
288,D.J. Wilson,MIL,2534280,2961120,4548280,,,,1st Round Pick,5495400
289,Dario Saric,MIN,2526840,3481986,,,,,1st Round pick,6008826
290,Taurean Waller-Prince,ATL,2526840,3481986,,,,,1st Round pick,6008826
291,Justin Anderson,ATL,2516048,,,,,,1st Round pick,2516048
292,Manu Ginobili,SAS,2500000,,,,,,,2500000
293,Dante Cunningham,SAS,2500000,,,,,,Bi-annual Exception,2500000
294,Reggie Bullock,LAL,2500000,,,,,,Cap space,2500000
295,Bobby Portis,WAS,2494346,,,,,,1st Round pick,2494346
296,Donte DiVincenzo,MIL,2481000,2905800,3044160,4675830,,,1st Round Pick,5386800
297,Rondae Hollis-Jefferson,BRK,2470357,,,,,,1st Round pick,2470357
298,Tyus Jones,MIN,2444053,,,,,,1st Round pick,2444053
299,Jarell Martin,ORL,2416222,,,,,,1st Round pick,2416222
300,T.J. Leaf,IND,2407560,2813280,4326825,,,,1st Round Pick,5220840
,,, Salary ,,,,,,,
Rk,Player,Tm, 2018-19 , 2019-20 , 2020-21 , 2021-22 , 2022-23 , 2023-24 ,Signed Using, Guaranteed 
301,Jeff Green,WAS,2393887,,,,,,Minimum Salary,2393887
302,Amir Johnson,PHI,2393887,,,,,,Minimum Salary,2393887
303,Raymond Felton,OKC,2393887,,,,,,Minimum Salary,2393887
304,Luol Deng,MIN,2393887,,,,,,,2393887
305,Udonis Haslem,MIA,2393887,,,,,,Minimum Salary,2393887
306,Dwyane Wade,MIA,2393887,,,,,,Minimum Salary,2393887
307,JaVale McGee,LAL,2393887,,,,,,Minimum Salary,2393887
308,Gerald Green,HOU,2393887,,,,,,Minimum Salary,2393887
309,Andrew Bogut,GSW,2393887,,,,,,Minimum Salary,2393887
310,Jose Calderon,DET,2393887,,,,,,Minimum Salary,2393887
311,Zaza Pachulia,DET,2393887,,,,,,Minimum Salary,2393887
312,Devin Harris,DAL,2393887,,,,,,Minimum Salary,2393887
313,Channing Frye,CLE,2393887,,,,,,Minimum Salary,2393887
314,Carmelo Anthony,CHI,2393887,,,,,,,2393887
315,Vince Carter,ATL,2393887,,,,,,Minimum Salary,2393887
316,Jamal Crawford,PHO,2393887,,,,,,,
317,Tyson Chandler,LAL,2393887,,,,,,,
318,Wayne Ellington,DET,2383076,,,,,,,2383076
319,Lonnie Walker,SAS,2357160,2760480,2892000,4447896,,,1st Round Pick,5117640
320,Jamal Crawford,ATL,2304226,,,,,,,2304226
,,, Salary ,,,,,,,
Rk,Player,Tm, 2018-19 , 2019-20 , 2020-21 , 2021-22 , 2022-23 , 2023-24 ,Signed Using, Guaranteed 
321,John Collins,ATL,2299080,2686560,4137302,,,,1st Round Pick,4985640
322,Denzel Valentine,CHI,2280600,3377569,,,,,1st Round pick,5658169
323,Larry Nance,CLE,2272391,12727273,11709091,10690909,9672727,,1st Round pick,47072391
324,Kevin Huerter,ATL,2250960,2636280,2761920,4253357,,,1st Round Pick,4887240
325,Monta Ellis,IND,2245400,2245400,2245400,2245400,,,,8981600
326,Harry Giles,SAC,2207040,2578800,3976510,,,,1st Round Pick,4785840
327,Darius Miller,NOP,2205000,,,,,,MLE,2205000
328,Derrick Rose,MIN,2176260,,,,,,Minimum Salary,2176260
329,Omri Casspi,MEM,2176260,,,,,,,2176260
330,Juan Hernangomez,DEN,2166360,3321030,,,,,1st Round pick,5487390
331,Quincy Pondexter,SAS,2165481,,,,,,,2165481
332,Jonas Jerebko,GSW,2165481,,,,,,Minimum Salary,2165481
333,Greg Monroe,BRK,2165481,,,,,,,2165481
334,Josh Okogie,MIN,2160720,2530680,2651040,4087904,,,1st Round Pick,4691400
335,Raul Neto,UTA,2150000,2150000,,,,,,2150000
336,Matt Barnes,SAC,2133542,2133541,,,,,,4267083
337,Terrance Ferguson,OKC,2118840,2475840,3944013,,,,1st Round Pick,4594680
338,Grayson Allen,UTA,2074320,2429400,2545320,4054695,,,1st Round Pick,4503720
339,Jarrett Allen,BRK,2034120,2376840,3909902,,,,1st Round Pick,4410960
340,Isaiah Thomas,DEN,2029463,,,,,,Minimum Salary,2029463
,,, Salary ,,,,,,,
Rk,Player,Tm, 2018-19 , 2019-20 , 2020-21 , 2021-22 , 2022-23 , 2023-24 ,Signed Using, Guaranteed 
341,Shelvin Mack,CHO,2029463,,,,,,Minimum Salary,2029463
342,Spencer Hawes,MIL,2007058,2007058,,,,,,4014116
343,Georgios Papagiannis,SAC,2000400,,,,,,,2000400
344,Torrey Craig,DEN,2000000,2100000,,,,,MLE,4100000
345,Corey Brewer,SAC,2000000,,,,,,,2270496
