,,, Salary ,,,,,,,
Rk,Player,Tm,year0,year1,year2,year3,year4,year5,Signed Using, Guaranteed 
346,Chandler Hutchison,CHI,1991520,2332320,2443440,4019459,,,1st Round Pick,4323840
347,OG Anunoby,TOR,1952760,2281800,3872215,,,,1st Round Pick,4234560
348,Ante Zizic,CLE,1952760,2281800,3872215,,,,1st Round Pick,4234560
349,Shabazz Napier,BRK,1942422,1845301,,,,,Cap Space,1942422
350,Anderson Varejao,POR,1913345,1913345,1913345,,,,,5740035
351,Aaron Holiday,IND,1911960,2239200,2345640,3980551,,,1st Round Pick,4151160
352,Tim Duncan,SAS,1881250,,,,,,,1881250
353,Tyler Lydon,DEN,1874640,,,,,,1st Round Pick,1874640
354,Larry Sanders,MIL,1865547,1865547,1865547,1865547,,,,7462188
355,Henry Ellenson,DET,1857480,,,,,,,1857480
356,Anfernee Simons,POR,1835520,2149560,2252040,3938818,,,1st Round Pick,3985080
357,Trey Burke,DAL,1795015,,,,,,Minimum Salary,1795015
358,Malik Beasley,DEN,1773840,2731714,,,,,1st Round pick,4505554
359,Moritz Wagner,LAL,1762080,2063520,3893618,2161920,,,1st Round Pick,3825600
360,Nerlens Noel,OKC,1757429,1988119,,,,,Minimum Salary,1757429
,,, Salary ,,,,,,,
Rk,Player,Tm, 2018-19 , 2019-20 , 2020-21 , 2021-22 , 2022-23 , 2023-24 ,Signed Using, Guaranteed 
361,Ian Clark,NOP,1757429,,,,,,Minimum Salary,1757429
362,Caleb Swanigan,SAC,1740000,2033160,3665787,,,,1st Round Pick,3773160
363,Furkan Korkmaz,PHI,1740000,,,,,,1st Round Pick,1740000
364,Joakim Noah,MEM,1731173,,,,,,,
365,Landry Shamet,LAC,1703640,1995120,2090040,3768342,,,1st Round Pick,3698760
366,Caris LeVert,BRK,1702800,2625718,,,,,1st Round pick,4328518
367,Jonah Bolden,PHI,1690000,1698450,1766550,1845000,,,,3388450
368,Kyle Kuzma,LAL,1689840,1974600,3562178,,,,1st Round Pick,3664440
369,Tony Bradley,UTA,1679520,1962360,3542060,,,,1st Round Pick,3641880
370,Derrick White,SAS,1667160,1948080,3516284,,,,1st Round Pick,3615240
371,Spencer Dinwiddie,BRK,1656092,10600000,11400000,12300000,,,Minimum Salary,23656092
372,MarShon Brooks,CHI,1656092,,,,,,,1656092
373,Josh Hart,LAL,1655160,1934160,3491159,,,,1st Round Pick,3589320
374,Robert Williams,BOS,1654440,1937520,2029920,3661976,,,1st Round Pick,3591960
375,Jacob Evans,GSW,1644240,1925880,2017320,3641263,,,1st Round Pick,3570120
376,Pat Connaughton,MIL,1641000,1719000,,,,,,1641000
377,DeAndre' Bembry,ATL,1634640,2603982,,,,,1st Round pick,4238622
378,Dzanan Musa,BRK,1632240,1911600,2002800,3615054,,,1st Round Pick,3543840
379,James Ennis,PHI,1621415,1845301,,,,,,1621415
380,Noah Vonleh,NYK,1621415,,,,,,Minimum Salary,1621415
,,, Salary ,,,,,,,
Rk,Player,Tm, 2018-19 , 2019-20 , 2020-21 , 2021-22 , 2022-23 , 2023-24 ,Signed Using, Guaranteed 
381,Tim Frazier,NOP,1621415,,,,,,,1621415
382,Nik Stauskas,IND,1621415,,,,,,,1621415
383,Omari Spellman,ATL,1620480,1897800,1988280,3588845,,,1st Round Pick,3518280
384,Luke Kornet,NYK,1619000,,,,,,,1619000
385,Rodions Kurucs,BRK,1618320,1699236,1780152,1861068,,,,5097708
386,Richaun Holmes,PHO,1600520,,,,,,Cap Space,1600520
387,T.J. McConnell,PHI,1600520,,,,,,Minimum Salary,1600520
388,Malachi Richardson,PHI,1569360,,,,,,,1569360
389,Jahlil Okafor,NOP,1567007,1702486,,,,,Minimum Salary,1567007
390,Kevon Looney,GSW,1567007,,,,,,,1567007
391,Salah Mejri,DAL,1567007,,,,,,,1567007
392,Pascal Siakam,TOR,1544951,2351839,,,,,1st Round pick,3896790
393,Skal Labissiere,POR,1544951,2338847,,,,,1st Round pick,3883798
394,Dejounte Murray,SAS,1544951,2321735,,,,,1st Round pick,3866686
395,Damian Jones,GSW,1544951,2305057,,,,,1st Round pick,3850008
396,Deyonta Davis,SAC,1544951,,,,,,,1544951
397,Jake Layman,POR,1544951,,,,,,Cap Space,1544951
398,Cheick Diallo,NOP,1544951,,,,,,Minimum Salary,1544951
399,Malcolm Brogdon,MIL,1544951,,,,,,Cap Space,1544951
400,Rodney McGruder,MIA,1544951,,,,,,Minimum Salary,1544951
,,, Salary ,,,,,,,
Rk,Player,Tm, 2018-19 , 2019-20 , 2020-21 , 2021-22 , 2022-23 , 2023-24 ,Signed Using, Guaranteed 
401,Ivica Zubac,LAC,1544951,,,,,,Cap Space,1544951
402,Wade Baldwin,IND,1544951,,,,,,,1544951
403,Quinn Cook,GSW,1544951,,,,,,,1544951
404,Chinanu Onuaku,DAL,1544951,,,,,,,1544951
405,Dorian Finney-Smith,DAL,1544951,,,,,,Minimum Salary,1544951
406,Willy Hernangomez,CHO,1544951,1701735,,,,,Cap Space,1544951
407,Wayne Selden,CHI,1544951,,,,,,,1544951
408,Timothe Luwawu-Cabarrot,CHI,1544951,,,,,,1st Round pick,1544951
409,Georges Niang,UTA,1512601,1645357,1783557,,,,,1512601
410,Christian Wood,NOP,1512601,1645357,,,,,Minimum Salary,1512601
411,Derrick Jones,MIA,1512601,1645357,,,,,Minimum Salary,1512601
412,David Nwaba,CLE,1512601,,,,,,Minimum Salary,1512601
413,Treveon Graham,BRK,1512601,1645357,,,,,Minimum Salary,1512601
414,Sviatoslav Mykhailiuk,DET,1487694,1416852,1663861,,,,Cap Space,1487694
415,Mitchell Robinson,NYK,1485440,1559712,1663861,1802057,,,MLE,3045152
416,Jordan Bell,GSW,1378252,,,,,,Minimum Salary,1378252
417,Frank Jackson,NOP,1378242,1618520,,,,,MLE,1884242
418,Thomas Bryant,WAS,1378242,,,,,,Minimum Salary,1378242
419,Royce O'Neale,UTA,1378242,1618520,,,,,Cap space,1378242
420,Frank Mason,SAC,1378242,1618520,,,,,,1378242
,,, Salary ,,,,,,,
Rk,Player,Tm, 2018-19 , 2019-20 , 2020-21 , 2021-22 , 2022-23 , 2023-24 ,Signed Using, Guaranteed 
421,Davon Reed,PHO,1378242,,,,,,,1378242
422,Khem Birch,ORL,1378242,,,,,,Minimum Salary,1378242
423,Wesley Iwundu,ORL,1378242,1618520,,,,,,1378242
424,Abdel Nader,OKC,1378242,1618520,1752950,,,,,1378242
425,Damyean Dotson,NYK,1378242,1618520,,,,,Minimum Salary,1378242
426,Sterling Brown,MIL,1378242,1618520,,,,,MLE,1378242
427,Rade Zagorac,MEM,1378242,,,,,,,1378242
428,Tyler Dorsey,MEM,1378242,,,,,,Minimum Salary,1378242
429,Ivan Rabb,MEM,1378242,1618520,,,,,MLE,1378242
430,Dillon Brooks,MEM,1378242,1618520,,,,,MLE,1378242
431,Jawun Evans,LAC,1378242,,,,,,,1378242
432,Sindarius Thornwell,LAC,1378242,1618520,,,,,MLE,1378242
433,Ike Anigbogu,IND,1378242,,,,,,,1378242
434,Maxi Kleber,DAL,1378242,,,,,,Minimum Salary,1378242
435,Dwayne Bacon,CHO,1378242,1618520,,,,,MLE,1378242
436,Semi Ojeleye,BOS,1378242,1618520,1752950,,,,,1378242
437,Daniel Theis,BOS,1378242,,,,,,Minimum Salary,1378242
438,Kevin Martin,MIN,1360304,,,,,,,1360304
439,Monte Morris,DEN,1349383,1588231,1663861,,,,Minimum Salary,2937614
440,Antonio Blakeney,CHI,1349383,1588231,,,,,Minimum Salary,2937614
,,, Salary ,,,,,,,
Rk,Player,Tm, 2018-19 , 2019-20 , 2020-21 , 2021-22 , 2022-23 , 2023-24 ,Signed Using, Guaranteed 
441,Tyrone Wallace,LAC,1349383,1588231,,,,,Minimum Salary,1349383
442,Alfonzo McKinnie,GSW,1349383,1588231,,,,,Minimum Salary,1349383
443,Ryan Arcidiacono,CHI,1349383,,,,,,Minimum Salary,1349383
444,Jabari Bird,ATL,1349383,,,,,,,1349383
445,Daniel Hamilton,ATL,1349383,,,,,,,1349383
446,Shaquille Harrison,CHI,1311265,,,,,,,1311265
447,Elie Okobo,PHO,1238464,1416852,1663861,1802057,,,,2655316
448,Jalen Brunson,DAL,1230000,1416582,1663861,1802057,,,Cap Space,4310443
449,Michael Carter-Williams,CHI,1200000,,,,,,,1200000
450,Austin Rivers,HOU,1155323,,,,,,,1155323
451,Melvin Frazier,ORL,1050000,1416852,1663861,,,,MLE,2466852
452,Isaac Bonga,LAL,1000000,1663861,1416852,,,,,2663861
453,Justin Hamilton,TOR,1000000,1000000,,,,,,2000000
454,Shelvin Mack,ORL,1000000,,,,,,,1000000
455,Kyle Singler,OKC,999200,999200,999200,999200,999200,,,4996000
456,Devonte' Graham,CHO,988464,1416852,1663861,,,,MLE,2405316
457,Isaiah Taylor,CLE,950000,,,,,,,950000
458,De'Anthony Melton,PHO,949000,1416852,,,,,,2365852
459,Jason Thompson,GSW,945126,,,,,,,945126
460,Kenneth Faried,HOU,917272,,,,,,,917272
,,, Salary ,,,,,,,
Rk,Player,Tm, 2018-19 , 2019-20 , 2020-21 , 2021-22 , 2022-23 , 2023-24 ,Signed Using, Guaranteed 
461,Chasson Randle,WAS,869094,,,,,,Minimum Salary,869094
462,Gary Trent,POR,838464,1416852,1663861,,,,MLE,3919177
463,Hamidou Diallo,OKC,838464,1416852,1663861,,,,MLE,2255316
464,Keita Bates-Diop,MIN,838464,1416852,1663861,,,,MLE,2255316
465,Jevon Carter,MEM,838464,1416852,,,,,MInimum Salary,2255316
466,Bruce Brown,DET,838464,1416852,1663861,,,,MLE,2255316
467,Jarred Vanderbilt,DEN,838464,1663861,1416852,,,,MLE,2255316
468,Khyri Thomas,DET,838464,838464,1663861,,,,MLE,1676928
469,Isaiah Briscoe,ORL,838464,1663861,838464,,,,MLE,1338464
470,Chimezie Metu,SAS,838464,,,,,,MLE,838464
471,Kenrich Williams,NOP,838464,1416852,,,,,Minimum Salary,838464
472,Alize Johnson,IND,838464,1416852,,,,,Minimum Salary,838464
473,Isaiah Hartenstein,HOU,838464,1416852,1663861,,,,MLE,838464
474,Ray Spalding,DAL,838464,,,,,,,838464
475,Ryan Broekhoff,DAL,838464,1443842,,,,,,838464
476,Brad Wanamaker,BOS,838464,,,,,,Minimum Salary,838464
477,Martell Webster,WAS,833333,,,,,,,833333
478,Lorenzo Brown,TOR,800000,,,,,,,800000
479,Patrick McCaw,TOR,786000,,,,,,,786000
480,Wesley Matthews,IND,737715,,,,,,,737715
,,, Salary ,,,,,,,
Rk,Player,Tm, 2018-19 , 2019-20 , 2020-21 , 2021-22 , 2022-23 , 2023-24 ,Signed Using, Guaranteed 
481,Jeremy Lin,TOR,697000,,,,,,,697000
482,Cole Aldrich,MIN,685341,685340,685340,,,,,2056021
483,James Nunnally,MIN,655632,,,,,,,655632
484,Enes Kanter,POR,653556,,,,,,,653556
485,Carlos Delfino,LAC,650000,,,,,,,650000
486,Markieff Morris,OKC,573295,,,,,,Cap Space,573295
487,Nik Stauskas,CLE,540472,,,,,,,540472
488,Pau Gasol,MIL,527467,,,,,,,527467
489,Caron Butler,SAC,517219,,,,,,,517219
490,Zhou Qi,HOU,506134,,,,,,,506134
491,Bruno Caboclo,MEM,487000,1845301,,,,,,670211
492,Dakari Johnson,MEM,459414,459414,459414,,,,,1378242
493,Chris Boucher,TOR,457418,1588231,,,,,,457418
494,Malcolm Miller,TOR,457418,1588231,,,,,,457418
495,Isaiah Canaan,PHO,456733,,,,,,,456733
496,Edmond Sumner,IND,449794,1588231,,,,,Two-Way Contract,449794
497,A.J. Hammons,MIA,350088,350087,350087,,,,,1050262
498,Henry Ellenson,NYK,341831,1645357,,,,,,427289
499,Festus Ezeli,POR,333333,333333,,,,,,666666
500,C.J. Watson,ORL,333333,333333,,,,,,666666
,,, Salary ,,,,,,,
Rk,Player,Tm, 2018-19 , 2019-20 , 2020-21 , 2021-22 , 2022-23 , 2023-24 ,Signed Using, Guaranteed 
501,Patrick McCaw,CLE,323529,,,,,,,323529
502,Nick Young,DEN,311070,,,,,,,311070
503,Corey Brewer,SAC,270496,,,,,,,2270496
504,Corey Brewer,PHI,270496,,,,,,,270496
505,Okaro White,WAS,264919,,,,,,,264919
506,Miroslav Raduljica,LAC,252043,,,,,,,252043
507,Eric Moreland,PHO,239035,,,,,,,239035
508,Jaylen Adams,ATL,236854,1416852,,,,,,236854
509,Quincy Acy,PHO,213949,,,,,,,213949
510,Tim Frazier,MIL,205098,,,,,,,205098
511,Andrew Harrison,MEM,200000,,,,,,,200000
512,Jimmer Fredette,PHO,198580,1416852,,,,,,198580
513,Michael Carter-Williams,ORL,198580,,,,,,10-Day Contract,198580
514,Isaiah Canaan,MIN,198580,,,,,,,198580
515,Terrence Jones,HOU,198580,,,,,,,198580
516,Jodie Meeks,TOR,196724,,,,,,,319677
517,Dairis Bertans,NOP,194220,1416852,,,,,,194220
518,Ray Spalding,PHO,184746,1416852,,,,,,232117
519,Bruno Caboclo,MEM,183211,,,,,,,670211
520,Cameron Payne,CLE,177063,,,,,,,177063
,,, Salary ,,,,,,,
Rk,Player,Tm, 2018-19 , 2019-20 , 2020-21 , 2021-22 , 2022-23 , 2023-24 ,Signed Using, Guaranteed 
521,Deyonta Davis,ATL,170916,,,,,,10-Day Contract,170916
522,Ron Baker,WAS,170915,,,,,,,170915
523,Jamaal Franklin,MEM,163296,,,,,,,163296
524,Ben Moore,IND,160096,,,,,,,160096
525,Jodie Meeks,TOR,122953,,,,,,,319677
526,Troy Williams,HOU,122741,122741,122741,122741,122741,,,613705
527,Greg Monroe,BOS,122344,,,,,,10-Day Contract,122344
528,Cameron Reynolds,MIN,108953,,,,,,,203695
529,Tyler Zeller,ATL,106974,,,,,,,106974
530,John Jenkins,NYK,99290,,,,,,,198580
531,John Jenkins,NYK,99290,,,,,,,198580
532,John Jenkins,WAS,99290,,,,,,,99290
533,Isaiah Canaan,MIL,99290,,,,,,,99290
534,Cameron Reynolds,MIN,94742,,,,,,,203695
535,Justin Bibbs,LAC,94742,,,,,,10-Day Contract,94742
536,Mitch Creek,BRK,94742,,,,,,,94742
537,B.J. Johnson,ATL,94742,,,,,,,94742
538,Demetrius Jackson,BOS,92857,92857,92857,92857,92857,,,557142
539,Chris Chiozza,HOU,90005,,,,,,,137376
540,Eric Moreland,TOR,88531,,,,,,,88531
,,, Salary ,,,,,,,
Rk,Player,Tm, 2018-19 , 2019-20 , 2020-21 , 2021-22 , 2022-23 , 2023-24 ,Signed Using, Guaranteed 
541,JaKarr Sampson,CHI,88531,,,,,,10-Day Contract,88531
542,Henry Ellenson,NYK,85458,,,,,,,427289
543,Gary Payton,WAS,85458,,,,,,,85458
544,Scotty Hopson,OKC,85458,,,,,,,85458
545,Charles Cooke,MIA,76236,,,,,,,76236
546,Andre Ingram,LAL,76236,,,,,,,76236
547,Kobi Simmons,CLE,76236,,,,,,,76236
548,Shaquille Harrison,PHO,50000,,,,,,,50000
549,Garlon Green,NOP,50000,,,,,,,50000
550,Ray Spalding,PHO,47371,,,,,,,232117
551,Chris Chiozza,HOU,47371,,,,,,,137376
552,Cody Demps,SAC,47371,,,,,,,47371
553,B.J. Johnson,SAC,47371,,,,,,,47371
554,Emanuel Terry,PHO,47371,,,,,,,47371
555,Richard Solomon,OKC,47371,,,,,,,47371
556,Mitch Creek,MIN,47371,,,,,,10-Day Contract,47371
557,Emanuel Terry,MIA,47371,,,,,,,47371
558,Dusty Hannahs,MEM,47371,,,,,,10-Day Contract,47371
559,Scott Machado,LAL,47371,,,,,,,47371
560,Stephan Hicks,IND,47371,,,,,,,47371
,,, Salary ,,,,,,,
Rk,Player,Tm, 2018-19 , 2019-20 , 2020-21 , 2021-22 , 2022-23 , 2023-24 ,Signed Using, Guaranteed 
561,Tahjere McCall,BRK,47371,,,,,,,47371
562,Jordan Sibert,ATL,47371,,,,,,,47371
563,Isaac Humphries,ATL,47371,,,,,,,47371
564,Emanuel Terry,DEN,35000,,,,,,,35000
565,Troy Williams,NOP,34183,,,,,,,34183
566,Terry Larrier,DAL,6000,,,,,,,6000
567,Ding Yanyuhang,DAL,4737,,,,,,,4737
,,,,,,,,,,
More Contracts Pages,,,,,,,,,,
