"Rk,Player,Tm,2018-19,2019-20,2020-21,2021-22,2022-23,2023-24,Signed Using,Guaranteed"
"279,Cedi Osman\osmande01,CLE,$2775000,$2907143,,,,,MLE,$5682143"
"280,Sam Dekker\dekkesa01,WAS,$2760095,,,,,,1st Round pick,$2760095"
"281,Troy Brown\browntr01,WAS,$2749080,$3219480,$3372840,$5170564,,,1st Round Pick,$5968560"
"282,Guerschon Yabusele\yabusgu01,BOS,$2667600,$3117240,$4781846,,,,1st Round Pick,$5784840"
"283,Justin Patton\pattoju01,PHI,$2667600,,,,,,1st Round Pick,$2667600"
"284,Domantas Sabonis\sabondo01,IND,$2659800,$3529555,,,,,1st Round pick,$6189355"
"285,Jerian Grant\grantje02,ORL,$2639314,,,,,,1st Round pick,$2639314"
"286,Zhaire Smith\smithzh01,PHI,$2611800,$3058800,$3204600,$4915856,,,1st Round Pick,$5670600"
"287,Delon Wright\wrighde01,MEM,$2536898,,,,,,1st Round pick,$2536898"
"288,D.J. Wilson\wilsodj01,MIL,$2534280,$2961120,$4548280,,,,1st Round Pick,$5495400"
"289,Dario Saric\saricda01,MIN,$2526840,$3481986,,,,,1st Round pick,$6008826"
"290,Taurean Waller-Prince\princta02,ATL,$2526840,$3481986,,,,,1st Round pick,$6008826"
"291,Justin Anderson\anderju01,ATL,$2516048,,,,,,1st Round pick,$2516048"
"292,Manu Ginobili\ginobma01,SAS,$2500000,,,,,,,$2500000"
"293,Dante Cunningham\cunnida01,SAS,$2500000,,,,,,Bi-annual Exception,$2500000"
"294,Reggie Bullock\bullore01,LAL,$2500000,,,,,,Cap space,$2500000"
"295,Bobby Portis\portibo01,WAS,$2494346,,,,,,1st Round pick,$2494346"
"296,Donte DiVincenzo\divindo01,MIL,$2481000,$2905800,$3044160,$4675830,,,1st Round Pick,$5386800"
"297,Rondae Hollis-Jefferson\holliro01,BRK,$2470357,,,,,,1st Round pick,$2470357"
"298,Tyus Jones\jonesty01,MIN,$2444053,,,,,,1st Round pick,$2444053"
"299,Jarell Martin\martija01,ORL,$2416222,,,,,,1st Round pick,$2416222"
"300,T.J. Leaf\leaftj01,IND,$2407560,$2813280,$4326825,,,,1st Round Pick,$5220840"
"301,Jeff Green\greenje02,WAS,$2393887,,,,,,Minimum Salary,$2393887"
"302,Amir Johnson\johnsam01,PHI,$2393887,,,,,,Minimum Salary,$2393887"
"303,Raymond Felton\feltora01,OKC,$2393887,,,,,,Minimum Salary,$2393887"
"304,Luol Deng\denglu01,MIN,$2393887,,,,,,,$2393887"
"305,Udonis Haslem\hasleud01,MIA,$2393887,,,,,,Minimum Salary,$2393887"
"306,Dwyane Wade\wadedw01,MIA,$2393887,,,,,,Minimum Salary,$2393887"
"307,JaVale McGee\mcgeeja01,LAL,$2393887,,,,,,Minimum Salary,$2393887"
"308,Gerald Green\greenge01,HOU,$2393887,,,,,,Minimum Salary,$2393887"
"309,Andrew Bogut\bogutan01,GSW,$2393887,,,,,,Minimum Salary,$2393887"
"310,Jose Calderon\caldejo01,DET,$2393887,,,,,,Minimum Salary,$2393887"
"311,Zaza Pachulia\pachuza01,DET,$2393887,,,,,,Minimum Salary,$2393887"
"312,Devin Harris\harride01,DAL,$2393887,,,,,,Minimum Salary,$2393887"
"313,Channing Frye\fryech01,CLE,$2393887,,,,,,Minimum Salary,$2393887"
"314,Carmelo Anthony\anthoca01,CHI,$2393887,,,,,,,$2393887"
"315,Vince Carter\cartevi01,ATL,$2393887,,,,,,Minimum Salary,$2393887"
"316,Jamal Crawford\crawfja01,PHO,$2393887,,,,,,,"
"317,Tyson Chandler\chandty01,LAL,$2393887,,,,,,,"
"318,Wayne Ellington\ellinwa01,DET,$2383076,,,,,,,$2383076"
"319,Lonnie Walker\walkelo01,SAS,$2357160,$2760480,$2892000,$4447896,,,1st Round Pick,$5117640"
"320,Jamal Crawford\crawfja01,ATL,$2304226,,,,,,,$2304226"
"321,John Collins\collijo01,ATL,$2299080,$2686560,$4137302,,,,1st Round Pick,$4985640"
"322,Denzel Valentine\valende01,CHI,$2280600,$3377569,,,,,1st Round pick,$5658169"
"323,Larry Nance\nancela02,CLE,$2272391,$12727273,$11709091,$10690909,$9672727,,1st Round pick,$47072391"
"324,Kevin Huerter\huertke01,ATL,$2250960,$2636280,$2761920,$4253357,,,1st Round Pick,$4887240"
"325,Monta Ellis\ellismo01,IND,$2245400,$2245400,$2245400,$2245400,,,,$8981600"
"326,Harry Giles\gilesha01,SAC,$2207040,$2578800,$3976510,,,,1st Round Pick,$4785840"
"327,Darius Miller\milleda01,NOP,$2205000,,,,,,MLE,$2205000"
"328,Derrick Rose\rosede01,MIN,$2176260,,,,,,Minimum Salary,$2176260"
"329,Omri Casspi\casspom01,MEM,$2176260,,,,,,,$2176260"
"330,Juan Hernangomez\hernaju01,DEN,$2166360,$3321030,,,,,1st Round pick,$5487390"
"331,Quincy Pondexter\pondequ01,SAS,$2165481,,,,,,,$2165481"
"332,Jonas Jerebko\jerebjo01,GSW,$2165481,,,,,,Minimum Salary,$2165481"
"333,Greg Monroe\monrogr01,BRK,$2165481,,,,,,,$2165481"
"334,Josh Okogie\okogijo01,MIN,$2160720,$2530680,$2651040,$4087904,,,1st Round Pick,$4691400"
"335,Raul Neto\netora01,UTA,$2150000,$2150000,,,,,,$2150000"
"336,Matt Barnes\barnema02,SAC,$2133542,$2133541,,,,,,$4267083"
"337,Terrance Ferguson\fergute01,OKC,$2118840,$2475840,$3944013,,,,1st Round Pick,$4594680"
"338,Grayson Allen\allengr01,UTA,$2074320,$2429400,$2545320,$4054695,,,1st Round Pick,$4503720"
"339,Jarrett Allen\allenja01,BRK,$2034120,$2376840,$3909902,,,,1st Round Pick,$4410960"
"340,Isaiah Thomas\thomais02,DEN,$2029463,,,,,,Minimum Salary,$2029463"
"341,Shelvin Mack\macksh01,CHO,$2029463,,,,,,Minimum Salary,$2029463"
"342,Spencer Hawes\hawessp01,MIL,$2007058,$2007058,,,,,,$4014116"
"343,Georgios Papagiannis\papagge01,SAC,$2000400,,,,,,,$2000400"
"344,Torrey Craig\craigto01,DEN,$2000000,$2100000,,,,,MLE,$4100000"
"345,Corey Brewer\breweco01,SAC,$2000000,,,,,,,$2265988"
"346,Chandler Hutchison\hutchch01,CHI,$1991520,$2332320,$2443440,$4019459,,,1st Round Pick,$4323840"
"347,OG Anunoby\anunoog01,TOR,$1952760,$2281800,$3872215,,,,1st Round Pick,$4234560"
"348,Ante Zizic\zizican01,CLE,$1952760,$2281800,$3872215,,,,1st Round Pick,$4234560"
"349,Shabazz Napier\napiesh01,BRK,$1942422,$1845301,,,,,Cap Space,$1942422"
"350,Anderson Varejao\varejan01,POR,$1913345,$1913345,$1913345,,,,,$5740035"
"351,Aaron Holiday\holidaa01,IND,$1911960,$2239200,$2345640,$3980551,,,1st Round Pick,$4151160"
"352,Tim Duncan\duncati01,SAS,$1881250,,,,,,,$1881250"
"353,Tyler Lydon\lydonty01,DEN,$1874640,,,,,,1st Round Pick,$1874640"
"354,Larry Sanders\sandela01,MIL,$1865547,$1865547,$1865547,$1865547,,,,$7462188"
"355,Henry Ellenson\ellenhe01,DET,$1857480,,,,,,,$1857480"
"356,Anfernee Simons\simonan01,POR,$1835520,$2149560,$2252040,$3938818,,,1st Round Pick,$3985080"
"357,Trey Burke\burketr01,DAL,$1795015,,,,,,Minimum Salary,$1795015"
"358,Malik Beasley\beaslma01,DEN,$1773840,$2731714,,,,,1st Round pick,$4505554"
"359,Moritz Wagner\wagnemo01,LAL,$1762080,$2063520,$3893618,$2161920,,,1st Round Pick,$3825600"
"360,Nerlens Noel\noelne01,OKC,$1757429,$1988119,,,,,Minimum Salary,$1757429"
"361,Ian Clark\clarkia01,NOP,$1757429,,,,,,Minimum Salary,$1757429"
"362,Caleb Swanigan\swanica01,SAC,$1740000,$2033160,$3665787,,,,1st Round Pick,$3773160"
"363,Furkan Korkmaz\korkmfu01,PHI,$1740000,,,,,,1st Round Pick,$1740000"
"364,Joakim Noah\noahjo01,MEM,$1731173,,,,,,,"
"365,Landry Shamet\shamela01,LAC,$1703640,$1995120,$2090040,$3768342,,,1st Round Pick,$3698760"
"366,Caris LeVert\leverca01,BRK,$1702800,$2625718,,,,,1st Round pick,$4328518"
"367,Jonah Bolden\boldejo01,PHI,$1690000,$1698450,$1766550,$1845000,,,,$3388450"
"368,Kyle Kuzma\kuzmaky01,LAL,$1689840,$1974600,$3562178,,,,1st Round Pick,$3664440"
"369,Tony Bradley\bradlto01,UTA,$1679520,$1962360,$3542060,,,,1st Round Pick,$3641880"
"370,Derrick White\whitede01,SAS,$1667160,$1948080,$3516284,,,,1st Round Pick,$3615240"
"371,Spencer Dinwiddie\dinwisp01,BRK,$1656092,$10600000,$11400000,$12300000,,,Minimum Salary,$23656092"
"372,MarShon Brooks\brookma01,CHI,$1656092,,,,,,,$1656092"
"373,Josh Hart\hartjo01,LAL,$1655160,$1934160,$3491159,,,,1st Round Pick,$3589320"
"374,Robert Williams\williro04,BOS,$1654440,$1937520,$2029920,$3661976,,,1st Round Pick,$3591960"
"375,Jacob Evans\evansja02,GSW,$1644240,$1925880,$2017320,$3641263,,,1st Round Pick,$3570120"
"376,Pat Connaughton\connapa01,MIL,$1641000,$1719000,,,,,,$1641000"
"377,DeAndre' Bembry\bembrde01,ATL,$1634640,$2603982,,,,,1st Round pick,$4238622"
"378,Dzanan Musa\musadz01,BRK,$1632240,$1911600,$2002800,$3615054,,,1st Round Pick,$3543840"
"379,James Ennis\ennisja01,PHI,$1621415,$1845301,,,,,,$1621415"
"380,Noah Vonleh\vonleno01,NYK,$1621415,,,,,,Minimum Salary,$1621415"
"381,Tim Frazier\fraziti01,NOP,$1621415,,,,,,,$1621415"
"382,Nik Stauskas\stausni01,IND,$1621415,,,,,,,$1621415"
"383,Omari Spellman\spellom01,ATL,$1620480,$1897800,$1988280,$3588845,,,1st Round Pick,$3518280"
"384,Luke Kornet\kornelu01,NYK,$1619000,,,,,,,$1619000"
"385,Rodions Kurucs\kurucro01,BRK,$1618320,$1699236,$1780152,$1861068,,,,$5097708"
"386,Richaun Holmes\holmeri01,PHO,$1600520,,,,,,Cap Space,$1600520"
"387,T.J. McConnell\mccontj01,PHI,$1600520,,,,,,Minimum Salary,$1600520"
"388,Malachi Richardson\richama01,PHI,$1569360,,,,,,,$1569360"
"389,Jahlil Okafor\okafoja01,NOP,$1567007,$1702486,,,,,Minimum Salary,$1567007"
"390,Kevon Looney\looneke01,GSW,$1567007,,,,,,,$1567007"
"391,Salah Mejri\mejrisa01,DAL,$1567007,,,,,,,$1567007"
"392,Pascal Siakam\siakapa01,TOR,$1544951,$2351839,,,,,1st Round pick,$3896790"
"393,Skal Labissiere\labissk01,POR,$1544951,$2338847,,,,,1st Round pick,$3883798"
"394,Dejounte Murray\murrade01,SAS,$1544951,$2321735,,,,,1st Round pick,$3866686"
"395,Damian Jones\jonesda03,GSW,$1544951,$2305057,,,,,1st Round pick,$3850008"
"396,Deyonta Davis\davisde01,SAC,$1544951,,,,,,,$1544951"
"397,Jake Layman\laymaja01,POR,$1544951,,,,,,Cap Space,$1544951"
"398,Cheick Diallo\diallch01,NOP,$1544951,,,,,,Minimum Salary,$1544951"
"399,Malcolm Brogdon\brogdma01,MIL,$1544951,,,,,,Cap Space,$1544951"
"400,Rodney McGruder\mcgruro01,MIA,$1544951,,,,,,Minimum Salary,$1544951"
"401,Ivica Zubac\zubaciv01,LAC,$1544951,,,,,,Cap Space,$1544951"
"402,Wade Baldwin\baldwwa01,IND,$1544951,,,,,,,$1544951"
"403,Quinn Cook\cookqu01,GSW,$1544951,,,,,,,$1544951"
"404,Chinanu Onuaku\onuakch01,DAL,$1544951,,,,,,,$1544951"
"405,Dorian Finney-Smith\finnedo01,DAL,$1544951,,,,,,Minimum Salary,$1544951"
"406,Willy Hernangomez\hernawi01,CHO,$1544951,$1701735,,,,,Cap Space,$1544951"
"407,Wayne Selden\seldewa01,CHI,$1544951,,,,,,,$1544951"
"408,Timothe Luwawu-Cabarrot\luwawti01,CHI,$1544951,,,,,,1st Round pick,$1544951"
"409,Georges Niang\niangge01,UTA,$1512601,$1645357,$1783557,,,,,$1512601"
"410,Christian Wood\woodch01,MIL,$1512601,,,,,,Minimum Salary,$1512601"
"411,Derrick Jones\jonesde02,MIA,$1512601,$1645357,,,,,Minimum Salary,$1512601"
"412,David Nwaba\nwabada01,CLE,$1512601,,,,,,Minimum Salary,$1512601"
"413,Treveon Graham\grahatr01,BRK,$1512601,$1645357,,,,,Minimum Salary,$1512601"
"414,Sviatoslav Mykhailiuk\mykhasv01,DET,$1487694,$1416852,$1663861,,,,Cap Space,$1487694"
"415,Mitchell Robinson\robinmi01,NYK,$1485440,$1559712,$1663861,$1802057,,,MLE,$3045152"
"416,Jordan Bell\belljo01,GSW,$1378252,,,,,,Minimum Salary,$1378252"
"417,Frank Jackson\jacksfr01,NOP,$1378242,$1618520,,,,,MLE,$1884242"
"418,Thomas Bryant\bryanth01,WAS,$1378242,,,,,,Minimum Salary,$1378242"
"419,Royce O'Neale\onealro01,UTA,$1378242,$1618520,,,,,Cap space,$1378242"
"420,Frank Mason\masonfr01,SAC,$1378242,$1618520,,,,,,$1378242"
"421,Davon Reed\reedda01,PHO,$1378242,,,,,,,$1378242"
"422,Khem Birch\birchkh01,ORL,$1378242,,,,,,Minimum Salary,$1378242"
"423,Wesley Iwundu\iwundwe01,ORL,$1378242,$1618520,,,,,,$1378242"
"424,Abdel Nader\naderab01,OKC,$1378242,$1618520,$1752950,,,,,$1378242"
"425,Damyean Dotson\dotsoda01,NYK,$1378242,$1618520,,,,,Minimum Salary,$1378242"
"426,Sterling Brown\brownst02,MIL,$1378242,$1618520,,,,,MLE,$1378242"
"427,Rade Zagorac\zagorra01,MEM,$1378242,,,,,,,$1378242"
"428,Tyler Dorsey\dorsety01,MEM,$1378242,,,,,,Minimum Salary,$1378242"
"429,Ivan Rabb\rabbiv01,MEM,$1378242,$1618520,,,,,MLE,$1378242"
"430,Dillon Brooks\brookdi01,MEM,$1378242,$1618520,,,,,MLE,$1378242"
"431,Jawun Evans\evansja01,LAC,$1378242,,,,,,,$1378242"
"432,Sindarius Thornwell\thornsi01,LAC,$1378242,$1618520,,,,,MLE,$1378242"
"433,Ike Anigbogu\anigbik01,IND,$1378242,,,,,,,$1378242"
"434,Maxi Kleber\klebima01,DAL,$1378242,,,,,,Minimum Salary,$1378242"
"435,Dwayne Bacon\bacondw01,CHO,$1378242,$1618520,,,,,MLE,$1378242"
"436,Semi Ojeleye\ojelese01,BOS,$1378242,$1618520,$1752950,,,,,$1378242"
"437,Daniel Theis\theisda01,BOS,$1378242,,,,,,Minimum Salary,$1378242"
"438,Kevin Martin\martike02,MIN,$1360304,,,,,,,$1360304"
"439,Monte Morris\morrimo01,DEN,$1349383,$1588231,$1663861,,,,Minimum Salary,$2937614"
"440,Antonio Blakeney\blakean01,CHI,$1349383,$1588231,,,,,Minimum Salary,$2937614"
"441,Tyrone Wallace\wallaty01,LAC,$1349383,$1588231,,,,,Minimum Salary,$1349383"
"442,Alfonzo McKinnie\mckinal01,GSW,$1349383,$1588231,,,,,Minimum Salary,$1349383"
"443,Ryan Arcidiacono\arcidry01,CHI,$1349383,,,,,,Minimum Salary,$1349383"
"444,Jabari Bird\birdja01,ATL,$1349383,,,,,,,$1349383"
"445,Daniel Hamilton\hamilda02,ATL,$1349383,,,,,,,$1349383"
"446,Shaquille Harrison\harrish01,CHI,$1311265,,,,,,,$1311265"
"447,Elie Okobo\okoboel01,PHO,$1238464,$1416852,$1663861,$1802057,,,,$2655316"
"448,Jalen Brunson\brunsja01,DAL,$1230000,$1416582,$1663861,$1802057,,,Cap Space,$4310443"
"449,Michael Carter-Williams\cartemi01,CHI,$1200000,,,,,,,$1200000"
"450,Austin Rivers\riverau01,HOU,$1155323,,,,,,,$1155323"
"451,Melvin Frazier\frazime01,ORL,$1050000,$1416852,$1663861,,,,MLE,$2466852"
"452,Isaac Bonga\bongais01,LAL,$1000000,$1663861,$1416852,,,,,$2663861"
"453,Justin Hamilton\hamilju01,TOR,$1000000,$1000000,,,,,,$2000000"
"454,Shelvin Mack\macksh01,ORL,$1000000,,,,,,,$1000000"
"455,Kyle Singler\singlky01,OKC,$999200,$999200,$999200,$999200,$999200,,,$4996000"
"456,Devonte' Graham\grahade01,CHO,$988464,$1416852,$1663861,,,,MLE,$2405316"
"457,Isaiah Taylor\taylois01,CLE,$950000,,,,,,,$950000"
"458,De'Anthony Melton\meltode01,PHO,$949000,$1416852,,,,,,$2365852"
"459,Jason Thompson\thompja02,GSW,$945126,,,,,,,$945126"
"460,Kenneth Faried\farieke01,HOU,$917272,,,,,,,$917272"
"461,Chasson Randle\randlch01,WAS,$869094,,,,,,Minimum Salary,$869094"
"462,Gary Trent\trentga02,POR,$838464,$1416852,$1663861,,,,MLE,$3919177"
"463,Hamidou Diallo\diallha01,OKC,$838464,$1416852,$1663861,,,,MLE,$2255316"
"464,Keita Bates-Diop\bateske01,MIN,$838464,$1416852,$1663861,,,,MLE,$2255316"
"465,Jevon Carter\carteje01,MEM,$838464,$1416852,,,,,MInimum Salary,$2255316"
"466,Bruce Brown\brownbr01,DET,$838464,$1416852,$1663861,,,,MLE,$2255316"
"467,Jarred Vanderbilt\vandeja01,DEN,$838464,$1663861,$1416852,,,,MLE,$2255316"
"468,Khyri Thomas\thomakh01,DET,$838464,$838464,$1663861,,,,MLE,$1676928"
"469,Isaiah Briscoe\briscis01,ORL,$838464,$1663861,$838464,,,,MLE,$1338464"
"470,Chimezie Metu\metuch01,SAS,$838464,,,,,,MLE,$838464"
"471,Kenrich Williams\willike04,NOP,$838464,$1416852,,,,,Minimum Salary,$838464"
"472,Alize Johnson\johnsal02,IND,$838464,$1416852,,,,,Minimum Salary,$838464"
"473,Isaiah Hartenstein\harteis01,HOU,$838464,$1416852,$1663861,,,,MLE,$838464"
"474,Ray Spalding\spaldra01,DAL,$838464,,,,,,,$838464"
"475,Ryan Broekhoff\broekry01,DAL,$838464,$1443842,,,,,,$838464"
"476,Brad Wanamaker\wanambr01,BOS,$838464,,,,,,Minimum Salary,$838464"
"477,Martell Webster\webstma02,WAS,$833333,,,,,,,$833333"
"478,Lorenzo Brown\brownlo01,TOR,$800000,,,,,,,$800000"
"479,Patrick McCaw\mccawpa01,TOR,$786000,,,,,,,$786000"
"480,Wesley Matthews\matthwe02,IND,$737715,,,,,,,$737715"
"481,Jeremy Lin\linje01,TOR,$697000,,,,,,,$697000"
"482,Cole Aldrich\aldrico01,MIN,$685341,$685340,$685340,,,,,$2056021"
"483,James Nunnally\nunnaja01,MIN,$655632,,,,,,,$655632"
"484,Enes Kanter\kanteen01,POR,$653556,,,,,,,$653556"
"485,Carlos Delfino\delfica01,LAC,$650000,,,,,,,$650000"
"486,Markieff Morris\morrima02,OKC,$573295,,,,,,Cap Space,$573295"
"487,Nik Stauskas\stausni01,CLE,$540472,,,,,,,$540472"
"488,Pau Gasol\gasolpa01,MIL,$527467,,,,,,,$527467"
"489,Caron Butler\butleca01,SAC,$517219,,,,,,,$517219"
"490,Zhou Qi\qizh01,HOU,$506134,,,,,,,$506134"
"491,Bruno Caboclo\cabocbr01,MEM,$487000,$1845301,,,,,,$667158"
"492,Dakari Johnson\johnsda04,MEM,$459414,$459414,$459414,,,,,$1378242"
"493,Chris Boucher\bouchch01,TOR,$457418,$1588231,,,,,,$457418"
"494,Malcolm Miller\millema01,TOR,$457418,$1588231,,,,,,$457418"
"495,Isaiah Canaan\canaais01,PHO,$456733,,,,,,,$456733"
"496,Edmond Sumner\sumneed01,IND,$449794,$1588231,,,,,Two-Way Contract,$449794"
"497,A.J. Hammons\hammoaj01,MIA,$350088,$350087,$350087,,,,,$1050262"
"498,Henry Ellenson\ellenhe01,NYK,$341831,$1645357,,,,,,$425865"
"499,Festus Ezeli\ezelife01,POR,$333333,$333333,,,,,,$666666"
"500,C.J. Watson\watsocj01,ORL,$333333,$333333,,,,,,$666666"
"501,Patrick McCaw\mccawpa01,CLE,$323529,,,,,,,$323529"
"502,Nick Young\youngni01,DEN,$311070,,,,,,,$311070"
"503,Corey Brewer\breweco01,SAC,$265988,,,,,,,$2265988"
"504,Corey Brewer\breweco01,PHI,$265988,,,,,,,$265988"
"505,Okaro White\whiteok01,WAS,$264919,,,,,,,$264919"
"506,Miroslav Raduljica\radulmi01,LAC,$252043,,,,,,,$252043"
"507,Eric Moreland\moreler01,PHO,$239035,,,,,,,$239035"
"508,Jaylen Adams\adamsja01,ATL,$236854,$1416852,,,,,,$236854"
"509,Quincy Acy\acyqu01,PHO,$210384,,,,,,,$210384"
"510,Andrew Harrison\harrian01,MEM,$200000,,,,,,,$200000"
"511,Isaiah Canaan\canaais01,MIN,$195270,,,,,,,$195270"
"512,Terrence Jones\joneste01,HOU,$195270,,,,,,10-Day Contract,$195270"
"513,Dairis Bertans\bertada02,NOP,$194220,$1416852,,,,,,$194220"
"514,Ray Spalding\spaldra01,PHO,$184746,$1416852,,,,,,$231328"
"515,Bruno Caboclo\cabocbr01,MEM,$180158,,,,,,,$667158"
"516,Cameron Payne\payneca01,CLE,$174112,,,,,,,$174112"
"517,Ron Baker\bakerro01,WAS,$170915,,,,,,,$170915"
"518,Jamaal Franklin\frankja01,MEM,$163296,,,,,,,$163296"
"519,Ben Moore\moorebe01,IND,$160096,,,,,,,$160096"
"520,Troy Williams\willitr02,HOU,$122741,$122741,$122741,$122741,$122741,,,$613705"
"521,Jodie Meeks\meeksjo01,TOR,$120904,,,,,,,$120904"
"522,Tyler Zeller\zellety01,ATL,$105192,,,,,,10-Day Contract,$105192"
"523,John Jenkins\jenkijo01,NYK,$99290,,,,,,,$196925"
"524,John Jenkins\jenkijo01,NYK,$97635,,,,,,,$196925"
"525,John Jenkins\jenkijo01,WAS,$97635,,,,,,,$97635"
"526,Isaiah Canaan\canaais01,MIL,$97635,,,,,,,$97635"
"527,Cameron Reynolds\reynoca01,MIN,$93164,,,,,,10-Day Contract,$93164"
"528,Mitch Creek\creekmi01,BRK,$93164,,,,,,,$93164"
"529,Demetrius Jackson\jacksde01,BOS,$92857,$92857,$92857,$92857,$92857,,,$557142"
"530,Henry Ellenson\ellenhe01,NYK,$84034,,,,,,,$425865"
"531,Gary Payton\paytoga02,WAS,$84034,,,,,,,$84034"
"532,Scotty Hopson\hopsosc01,OKC,$84034,,,,,,,$84034"
"533,Kobi Simmons\simmoko01,CLE,$74966,,,,,,,$74966"
"534,Shaquille Harrison\harrish01,PHO,$50000,,,,,,,$50000"
"535,Garlon Green\greenga02,NOP,$50000,,,,,,,$50000"
"536,Ray Spalding\spaldra01,PHO,$46582,,,,,,,$231328"
"537,Emanuel Terry\terryem01,PHO,$46582,,,,,,,$46582"
"538,Richard Solomon\solomri01,OKC,$46582,,,,,,,$46582"
"539,Emanuel Terry\terryem01,MIA,$46582,,,,,,,$46582"
"540,Stephan Hicks\hicksst01,IND,$46582,,,,,,,$46582"
"541,Chris Chiozza\chiozch01,HOU,$46582,,,,,,,$46582"
"542,Tahjere McCall\mccalta01,BRK,$46582,,,,,,,$46582"
"543,Jordan Sibert\siberjo01,ATL,$46582,,,,,,,$46582"
"544,B.J. Johnson\johnsbj01,ATL,$46582,,,,,,10-Day Contract,$46582"
"545,Emanuel Terry\terryem01,DEN,$35000,,,,,,,$35000"
"546,Troy Williams\willitr02,NOP,$34183,,,,,,,$34183"
"547,Terry Larrier\larrite01,DAL,$6000,,,,,,,$6000"
"548,Ding Yanyuhang\yanyudi01,DAL,$4737,,,,,,,$4737"
