Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
409,Terrence Ross,SG,27,ORL,64,1679,15.2,0.553,0.521,0.129,1.5,12.8,7,9.5,1.6,1.1,7,24,,1.1,1.9,3,0.086,,0.7,-1.3,-0.6,0.6
410,Terry Rozier,PG,24,BOS,61,1402,13.2,0.494,0.5,0.146,2,17,9.5,18.5,2,1.1,8.8,18.5,,0.8,2,2.8,0.096,,-0.9,0.7,-0.2,0.6
411,Ricky Rubio,PG,28,UTA,54,1559,13.4,0.523,0.37,0.271,1.8,11.9,6.9,31,2.2,0.5,18.6,22.8,,0.3,2.2,2.5,0.077,,-0.7,0.5,-0.2,0.7
412,D'Angelo Russell,PG,22,BRK,64,1926,19.2,0.536,0.414,0.135,2,11.1,6.5,40,1.7,0.7,13.4,31,,2.1,1.7,3.8,0.096,,3.6,-1.1,2.5,2.2
413,Domantas Sabonis,C,22,IND,59,1467,22.9,0.65,0.026,0.419,11.7,29.5,20.9,17.2,1.4,1.6,16.3,23,,3.9,2.8,6.7,0.219,,2,2.3,4.3,2.3
414,Brandon Sampson,SG,21,CHI,4,28,16,0.857,0.571,0,0,15.6,7.8,5.6,0,0,0,11,,0.1,0,0.1,0.175,,2.2,-3.5,-1.3,0
415,Dario Saric,PF,24,TOT,61,1516,12.4,0.552,0.476,0.209,6.8,17.9,12.3,8.6,1.1,0.4,11.5,17.3,,1.5,1.1,2.6,0.084,,0,-1.1,-1.1,0.3
415,Dario Saric,PF,24,PHI,13,396,8.1,0.496,0.53,0.227,5.9,17.1,11.6,8.9,0.5,0.6,14.7,18,,-0.1,0.3,0.2,0.025,,-2.4,-1.3,-3.7,-0.2
415,Dario Saric,PF,24,MIN,48,1120,14,0.572,0.457,0.203,7.1,18.2,12.6,8.5,1.3,0.3,10.3,17,,1.6,0.8,2.4,0.104,,0.8,-1.1,-0.3,0.5
416,Tomas Satoransky,SG,27,WAS,60,1500,14.1,0.598,0.307,0.261,3.9,10.1,6.9,23.7,1.9,0.6,16.2,14,,2.6,0.7,3.3,0.107,,0.3,-0.9,-0.6,0.5
417,Dennis Schroder,PG,25,OKC,59,1682,13.1,0.507,0.311,0.212,1.6,10.6,6.1,21.3,1.5,0.4,13,25.1,,0.2,1.8,2,0.057,,-1.8,-1.5,-3.3,-0.6
418,Mike Scott,PF,30,TOT,61,949,9.4,0.531,0.584,0.084,3.5,17.7,10.8,7.8,1,0.9,10,15.2,,0.3,0.8,1.1,0.057,,-1.3,-1,-2.3,-0.1
418,Mike Scott,PF,30,LAC,52,748,9.5,0.521,0.578,0.078,3.5,20.6,12.3,8.2,1.1,0.8,10.2,15,,0.2,0.7,0.9,0.056,,-1.5,-0.7,-2.2,0
418,Mike Scott,PF,30,PHI,9,201,9,0.565,0.606,0.106,3.3,6.7,5.1,6.2,0.7,1.2,9.2,15.9,,0.1,0.1,0.2,0.059,,-0.6,-2.2,-2.8,0
419,Thabo Sefolosha,SF,34,UTA,32,336,12,0.627,0.5,0.194,2,24.2,13.2,5,3.7,0.5,17.9,12.1,,0.1,0.7,0.8,0.113,,-2.6,2.9,0.2,0.2
420,Wayne Selden,SG,24,TOT,56,996,8.3,0.503,0.39,0.204,2.7,8.6,5.6,11.8,1.2,0.8,13.4,17.6,,-0.5,0.6,0.1,0.007,,-3.3,-1.5,-4.8,-0.7
420,Wayne Selden,SG,24,MEM,32,455,8.9,0.495,0.391,0.18,3.9,7.1,5.5,12.5,1.1,1.3,11.7,19.5,,-0.2,0.4,0.2,0.019,,-3.2,-1.7,-5,-0.3
420,Wayne Selden,SG,24,CHI,24,541,7.7,0.511,0.388,0.23,1.6,9.9,5.8,11.1,1.3,0.3,15.2,16,,-0.3,0.2,0,-0.003,,-3.4,-1.4,-4.7,-0.4
421,Collin Sexton,PG,20,CLE,63,1927,10.3,0.488,0.207,0.22,2.5,8.9,5.6,15.1,0.9,0.1,12.2,25.2,,-1.2,-0.3,-1.5,-0.038,,-2.9,-3.5,-6.4,-2.1
422,Landry Shamet,SG-PG,21,TOT,62,1335,10.9,0.606,0.705,0.171,1.3,5.9,3.7,7.5,1.1,0.5,6.9,15.1,,1.9,0.8,2.7,0.097,,1.2,-2.2,-1.1,0.3
422,Landry Shamet,SG,21,PHI,54,1108,10.7,0.606,0.706,0.156,1.4,6,3.8,7.4,1,0.6,6.6,15,,1.6,0.7,2.2,0.097,,1.1,-2.3,-1.2,0.2
422,Landry Shamet,PG,21,LAC,8,227,11.7,0.611,0.701,0.254,1,5.4,3.3,8,1.7,0.3,8.6,15.2,,0.3,0.1,0.5,0.097,,1.7,-1.9,-0.2,0.1
423,Iman Shumpert,SG,28,TOT,47,1187,9.7,0.504,0.603,0.11,1.8,10.4,6,10.7,2,1.5,9.3,15,,0.3,1,1.3,0.051,,-0.9,0.2,-0.7,0.4
423,Iman Shumpert,SG,28,SAC,42,1099,10.1,0.511,0.58,0.118,1.7,10.4,6,10.7,2,1.5,9.4,15.1,,0.3,1,1.3,0.055,,-0.8,0.4,-0.4,0.4
423,Iman Shumpert,SG,28,HOU,5,88,5.4,0.4,0.92,0,2.5,9.3,5.8,11,1.7,1,7.4,13.3,,0,0,0,-0.002,,-2.8,-1.9,-4.7,-0.1
424,Pascal Siakam,PF,24,TOR,62,1963,18.7,0.631,0.22,0.336,5.4,18.2,11.9,13.5,1.5,1.8,12.1,19.8,,4.6,2.7,7.2,0.176,,2.1,1.7,3.7,2.8
425,Ben Simmons,PG,22,PHI,62,2118,20.1,0.586,0.005,0.459,7.1,21.2,14.4,35.2,1.8,1.7,20.1,22.3,,3.6,2.9,6.5,0.148,,1.4,2.7,4.1,3.3
426,Jonathon Simmons,SG-SF,29,TOT,48,941,7.4,0.449,0.294,0.274,2.8,9.8,6.3,15.8,1.2,1.2,15.1,18.9,,-1.1,0.9,-0.2,-0.008,,-4.7,-0.5,-5.2,-0.7
426,Jonathon Simmons,SG,29,ORL,41,845,7.5,0.445,0.29,0.252,2.9,9.9,6.4,15.9,1,1.4,15,19.3,,-1,0.8,-0.2,-0.013,,-4.8,-0.4,-5.3,-0.7
426,Jonathon Simmons,SF,29,PHI,7,96,7.1,0.488,0.333,0.542,2.3,8.7,5.6,15,2.5,0,16.8,15.6,,0,0.1,0.1,0.036,,-3.5,-0.9,-4.4,-0.1
427,Kobi Simmons,PG,21,CLE,1,2,0,,,,0,0,0,0,0,0,,0,,0,0,0,-0.033,,-6.4,-1,-7.4,0
428,Anfernee Simons,SG,19,POR,12,60,-6.1,0.28,0.36,0.16,0,12.1,6.2,8.9,0,0,20.7,23.8,,-0.4,0,-0.4,-0.294,,-13,-3.9,-16.9,-0.2
429,Marcus Smart,SG,24,BOS,62,1691,12.8,0.558,0.63,0.237,2.9,8.8,5.8,19.1,3,1.3,16.3,14.2,,1.7,2.5,4.2,0.119,,0.5,1.4,1.8,1.6
430,Dennis Smith,PG,21,TOT,43,1228,13,0.516,0.328,0.267,2.1,8.9,5.5,27.9,2.2,1.2,18,24,,-0.4,1.1,0.7,0.027,,-1.2,-0.5,-1.8,0.1
430,Dennis Smith,PG,21,DAL,32,908,11.6,0.527,0.35,0.23,2.2,9.2,5.7,24.4,2.1,1,20.3,23.2,,-0.6,0.9,0.3,0.017,,-2,-0.2,-2.2,0
430,Dennis Smith,PG,21,NYK,11,320,17,0.493,0.275,0.356,1.9,8.2,4.9,37.8,2.6,1.6,12.2,26,,0.2,0.2,0.4,0.057,,1.1,-1.6,-0.5,0.1
431,Ish Smith,PG,30,DET,35,772,10.3,0.49,0.34,0.117,1.1,9.9,5.4,22.3,0.9,0.9,11.6,19.2,,0.1,0.7,0.8,0.051,,-2.2,-1.1,-3.4,-0.3
432,J.R. Smith,SG,33,CLE,11,222,7.8,0.444,0.494,0.127,0,9.4,4.5,14,2.5,1.2,11.7,18.6,,-0.2,0.1,-0.2,-0.037,,-3.5,-1.8,-5.2,-0.2
433,Jason Smith,C-PF,32,TOT,18,170,10.4,0.507,0.38,0.28,8.9,21.7,15.3,10.2,0.8,3.5,17.6,17,,0,0.2,0.2,0.05,,-3.9,0.2,-3.8,-0.1
433,Jason Smith,C,32,WAS,12,130,11.7,0.52,0.27,0.324,9.1,22.4,15.6,12.3,0.4,3.3,14.2,16.1,,0.1,0.1,0.2,0.071,,-3.1,-0.2,-3.2,0
433,Jason Smith,PF,32,MIL,6,40,6.3,0.468,0.692,0.154,8.2,19.4,14.1,3.1,2.3,4.2,26.5,19.9,,-0.1,0.1,0,-0.018,,-6.7,1.2,-5.5,0
434,Tony Snell,SG,27,MIL,63,1102,10.8,0.587,0.579,0.122,2.4,8.9,5.8,6.8,1,1.1,5.6,12.9,,1.4,1.3,2.8,0.121,,-0.4,-0.4,-0.7,0.4
435,Ray Spalding,PF,21,DAL,1,1,0,,,,0,0,0,0,0,0,,0,,0,0,0,0.003,,-6.5,0.6,-5.9,0
436,Omari Spellman,PF,21,ATL,46,805,12.5,0.516,0.525,0.184,9.4,16.5,12.9,8.1,1.5,2.7,10.5,14.9,,0.6,0.5,1.2,0.07,,-1,-0.1,-1.1,0.2
437,Nik Stauskas,SG,25,TOT,50,750,10.2,0.532,0.548,0.167,1.9,11,6.5,11.6,1,0.5,13.4,17.7,,0.2,0.4,0.7,0.044,,-1.4,-2.1,-3.5,-0.3
437,Nik Stauskas,SG,25,POR,44,673,10.8,0.545,0.546,0.157,1.6,10.8,6.3,12.7,1,0.5,14,17.9,,0.3,0.5,0.8,0.055,,-1,-1.8,-2.8,-0.1
437,Nik Stauskas,SG,25,CLE,6,77,4.9,0.41,0.565,0.261,4.2,12,7.9,1.8,0.6,1.1,7.2,15.7,,-0.1,0,-0.1,-0.052,,-5.2,-4,-9.2,-0.1
438,D.J. Stephens,SG,28,MEM,1,7,5.6,0.5,0,0,0,0,0,0,7.1,0,33.3,19.3,,0,0,0,-0.114,,-10.1,2.5,-7.5,0
439,Lance Stephenson,SG,28,LAL,60,943,12.6,0.54,0.441,0.174,3,15.9,9.7,17.8,1.8,0.5,15.7,21,,0.1,1,1.1,0.057,,-1.4,-0.5,-1.9,0
440,Edmond Sumner,PG,23,IND,17,167,4.6,0.378,0.408,0.245,4.8,7.8,6.4,5.4,2.6,2.7,12.8,16.3,,-0.4,0.3,-0.1,-0.026,,-5.7,1.1,-4.6,-0.1
441,Caleb Swanigan,PF,21,POR,18,145,3.2,0.372,0.114,0.159,9.7,28,19.1,6.3,1.3,0,25.4,18.4,,-0.4,0.2,-0.3,-0.086,,-9,-0.6,-9.6,-0.3
442,Jayson Tatum,SF,20,BOS,63,1964,15.8,0.556,0.307,0.232,3.3,18.2,10.7,8.8,1.7,2.3,9.6,22.3,,1.6,3,4.6,0.112,,-1.1,0.7,-0.4,0.8
443,Jeff Teague,PG,30,MIN,37,1107,15.3,0.529,0.243,0.377,1.5,7.5,4.5,37.3,1.7,1.2,17.2,19.1,,1.5,0.6,2.1,0.091,,0,-2.2,-2.2,-0.1
444,Garrett Temple,SG,32,TOT,57,1682,8.5,0.545,0.543,0.199,1.3,10,5.6,7,1.6,1.6,11.1,13.7,,0.1,1.8,1.9,0.054,,-2,0.7,-1.3,0.3
444,Garrett Temple,SG,32,MEM,49,1530,8.7,0.551,0.543,0.196,1.3,10.1,5.6,6.8,1.6,1.6,11.4,14,,0.1,1.7,1.8,0.056,,-2,0.7,-1.2,0.3
444,Garrett Temple,SG,32,LAC,8,152,6.2,0.469,0.548,0.226,1.4,8.8,5.2,9.5,1.6,1.6,8.1,10.3,,0,0.1,0.1,0.041,,-2.1,0.2,-1.9,0
445,Milos Teodosic,PG,31,LAC,15,150,6.6,0.557,0.675,0.175,2.2,8.9,5.7,29.3,0.9,0.5,32.8,18.1,,-0.1,0.1,-0.1,-0.018,,-2.8,-3.1,-6,-0.1
446,Jared Terrell,SG,23,MIN,7,67,1.9,0.391,0.423,0.077,1.6,3.2,2.4,14.2,2.1,1.3,20.7,21.2,,-0.2,0,-0.2,-0.133,,-7.1,-2.7,-9.8,-0.1
447,Emanuel Terry,PF,22,TOT,3,23,19.8,0.571,0,0.571,14.2,19.9,17,12.3,6.2,0,18.6,20.1,,0,0,0.1,0.117,,-0.7,2.3,1.7,0
447,Emanuel Terry,PF,22,PHO,2,20,20,0.654,0,0.333,11,22.9,16.8,8,7.2,0,22.5,19.1,,0,0,0.1,0.128,,-1.2,2.9,1.7,0
447,Emanuel Terry,PF,22,MIA,1,3,18.5,0.266,0,2,35.7,0,17.9,40.6,0,0,0,26.8,,0,0,0,0.047,,3.1,-1.5,1.6,0
448,Daniel Theis,C,26,BOS,49,729,18.3,0.646,0.257,0.294,9.9,17.2,13.5,11,1.1,3.9,9.6,16.1,,2.1,1.1,3.2,0.21,,1.5,1.5,3,0.9
449,Isaiah Thomas,PG,29,DEN,6,95,8.4,0.508,0.472,0.302,3.4,4.6,4,14.4,0.5,0.9,17.8,32.6,,-0.2,0,-0.1,-0.063,,-3.7,-5.5,-9.1,-0.2
450,Khyri Thomas,SG,22,DET,19,163,7.7,0.472,0.592,0.184,1.9,9,5.3,5.3,1.8,2.1,5.4,14.7,,0,0.2,0.2,0.054,,-3.1,0,-3.1,0
451,Lance Thomas,PF,30,NYK,29,492,7.3,0.492,0.395,0.21,3.5,12.6,7.9,4.3,1.6,1,9.7,12.4,,0,0.3,0.2,0.024,,-3.4,-0.6,-3.9,-0.2
452,Klay Thompson,SG,28,GSW,61,2096,17,0.572,0.418,0.121,1.5,10.3,6.1,10,1.6,1.5,7.1,25.7,,2.5,1.7,4.2,0.096,,1.3,-2.2,-0.9,0.6
453,Tristan Thompson,C,27,CLE,35,1043,18.6,0.547,0,0.258,15.7,26.1,20.7,11.4,1.3,1.3,12,17.5,,1.8,0.5,2.4,0.109,,0.3,0.4,0.7,0.7
454,Sindarius Thornwell,SG,24,LAC,46,253,3.7,0.452,0.302,0.535,1.7,13,7.6,7.1,2.2,0.9,25.3,11.9,,-0.4,0.3,-0.1,-0.024,,-5.7,0.7,-5,-0.2
455,Anthony Tolliver,PF,33,MIN,45,692,9.3,0.618,0.851,0.217,1.7,14.5,8,4.2,0.9,1.7,12,12.1,,0.6,0.4,1,0.07,,-0.6,-1.1,-1.7,0
456,Karl-Anthony Towns,C,23,MIN,60,1995,26.2,0.622,0.28,0.341,10.9,29.1,19.9,16.5,1.3,4.5,13.1,27.8,,5.9,2.8,8.7,0.21,,4.9,2.2,7.1,4.6
457,Gary Trent,SG,20,POR,9,38,0.6,0.337,0.474,0.211,0,11,5.6,3.6,0,2.1,4.6,24.2,,-0.1,0,-0.1,-0.153,,-9,-4.7,-13.6,-0.1
458,Allonzo Trier,SG,23,NYK,55,1235,12.6,0.573,0.238,0.422,2.2,12.3,7.1,13,1,1,16.3,20.6,,0.6,0.4,1,0.041,,-1.9,-1.6,-3.5,-0.5
459,P.J. Tucker,PF,33,HOU,62,2174,9.4,0.55,0.716,0.133,4.7,15.3,9.8,4.8,2.3,1.1,10.6,9.8,,1.6,1.8,3.4,0.075,,-0.5,1.2,0.7,1.5
460,Evan Turner,PG,30,POR,57,1329,11.4,0.498,0.119,0.221,2.7,17.8,10.4,22.8,1,0.8,18.2,16.5,,0.2,1.2,1.5,0.053,,-2.6,0.6,-2.1,0
461,Myles Turner,C,22,IND,57,1609,18.1,0.572,0.227,0.227,5.1,21.3,13.4,8.1,1.4,8.9,11,20,,1.4,3.5,4.9,0.146,,-1.6,5,3.4,2.2
462,Ekpe Udoh,C,31,UTA,35,192,17.5,0.717,0,0.41,6.8,15.6,11.3,10.8,1,7.1,14.8,12,,0.4,0.3,0.8,0.196,,-1.1,4.4,3.3,0.3
463,Tyler Ulis,PG,23,CHI,1,1,0,,,,0,0,0,0,0,0,,0,,0,0,0,-0.012,,-6.7,-0.2,-6.9,0
464,Jonas Valanciunas,C,26,TOT,36,717,25,0.637,0.109,0.342,10.4,31.1,20.9,11.5,1,3.4,12,26.7,,1.9,1.3,3.2,0.214,,1,0.9,1.9,0.7
464,Jonas Valanciunas,C,26,TOR,30,564,24.6,0.639,0.116,0.363,10.5,30.6,20.7,8.5,1.1,3.4,11.5,25.7,,1.6,1,2.6,0.224,,0.7,0.5,1.3,0.5
464,Jonas Valanciunas,C,26,MEM,6,153,26.7,0.63,0.088,0.275,10.1,33.3,21.4,22.7,0.7,3.7,13.5,30.6,,0.3,0.3,0.6,0.18,,2.2,2,4.3,0.2
465,Jarred Vanderbilt,PF,19,DEN,6,18,11.1,0.222,0,0.8,18,54.4,36.2,6.7,5.4,5,22.8,20.6,,-0.1,0.1,0,-0.08,,-13.1,5.5,-7.6,0
466,Fred VanVleet,PG,24,TOR,51,1369,13.3,0.529,0.495,0.192,1.6,9.2,5.4,23.3,1.6,0.7,11.3,17.9,,1.7,1.4,3,0.106,,0.6,-0.7,0,0.7
467,Noah Vonleh,PF,23,NYK,62,1560,14.1,0.556,0.329,0.347,6.9,26.6,16.4,10.9,1.4,2.6,14.4,14.6,,1.4,1.6,3,0.093,,-1.4,1.8,0.5,1
468,Nikola Vucevic,C,28,ORL,63,1958,26,0.577,0.174,0.161,9.3,32.5,20.7,23.1,1.5,3.2,9.7,27.8,,4.4,3.7,8.1,0.198,,3.5,3.6,7.1,4.5
469,Dwyane Wade,SG,37,MIA,52,1330,15.3,0.508,0.284,0.246,3.9,12,7.9,27.2,1.4,1.8,14.4,27.2,,0.1,1.4,1.5,0.054,,-0.6,-0.4,-1,0.4
470,Moritz Wagner,C,21,LAL,24,155,12.6,0.538,0.492,0.231,6.2,16.9,11.7,9.1,1.8,1.5,15.4,22.6,,-0.1,0.2,0.1,0.043,,-2.4,-1.2,-3.6,-0.1
471,Dion Waiters,SG,27,MIA,24,584,10.5,0.508,0.592,0.107,0.7,10.8,5.8,18.7,1.2,0.5,12.5,20.4,,0,0.5,0.5,0.038,,-1.1,-1.8,-2.8,-0.1
472,Kemba Walker,PG,28,CHO,62,2153,21.3,0.558,0.451,0.258,1.8,11.7,6.7,27.9,1.9,1.1,10.2,31.1,,3.9,1.6,5.6,0.124,,4.9,-1.6,3.4,2.9
473,Lonnie Walker,SG,20,SAS,7,59,0.1,0.295,0.273,0.182,0,20.2,10.2,4.2,2.5,1.4,14.4,20.6,,-0.3,0.1,-0.2,-0.177,,-11.4,-0.8,-12.2,-0.2
474,John Wall,PG,28,WAS,32,1104,18,0.527,0.306,0.317,1.5,10.2,5.8,39.3,2.1,2.2,16.1,28.9,,0.5,0.7,1.2,0.051,,0.9,-1.1,-0.2,0.5
475,Tyrone Wallace,PG,24,LAC,49,504,7.5,0.443,0.084,0.275,3.9,12.5,8.3,8.6,1.7,1.1,10.7,18.8,,-0.6,0.4,-0.2,-0.016,,-5.2,-0.8,-6,-0.5
476,Taurean Waller-Prince,SF,24,ATL,41,1147,11.7,0.568,0.533,0.195,1.8,12.6,7.1,10.6,1.7,1.1,14,19.8,,0.4,0.6,1,0.041,,-0.7,-1.5,-2.2,-0.1
477,Brad Wanamaker,PG,29,BOS,27,250,14,0.623,0.431,0.208,0.8,10.7,5.8,20.2,1.7,0.4,15.1,16,,0.4,0.3,0.7,0.138,,-0.6,-1.5,-2.1,0
478,T.J. Warren,SF,25,PHO,43,1360,16.4,0.58,0.295,0.203,2.5,12,7.2,7.8,1.8,1.8,7.2,22.7,,1.6,0.5,2.2,0.077,,0.2,-1.8,-1.5,0.2
479,Julian Washburn,SF,27,MEM,7,110,1.6,0.241,0.421,0.211,4,16.8,10.3,3.7,1.8,0,12.6,9.7,,-0.3,0.1,-0.1,-0.052,,-8.3,0.5,-7.8,-0.2
480,Yuta Watanabe,SG,24,MEM,10,98,7,0.448,0.321,0.357,1.1,21.3,11,6.1,1,1,11,16.8,,-0.1,0.1,0,-0.007,,-7.3,-1.1,-8.4,-0.2
481,Thomas Welsh,C,22,DEN,9,33,13.6,0.643,0.7,0.2,0,13.2,6.6,16.6,0,0,8.4,15.3,,0.1,0,0.1,0.136,,0.9,-4,-3.1,0
482,Russell Westbrook,PG,30,OKC,54,1929,20.6,0.492,0.253,0.325,4.2,28.8,16.3,46.5,2.7,1,17.2,31.3,,0.6,3.8,4.4,0.11,,1.6,4.2,5.8,3.8
483,Derrick White,PG,24,SAS,49,1242,14.8,0.573,0.259,0.24,2.1,13.5,7.8,19.6,2.1,1.8,15,17.2,,1.3,1.2,2.5,0.098,,0.1,0.8,0.9,0.9
484,Okaro White,PF,26,WAS,3,6,-4.5,0,1,0,17.9,18.7,18.3,0,0,0,0,14.2,,0,0,0,-0.252,,-11.2,-8.2,-19.4,0
485,Hassan Whiteside,C,29,MIA,53,1346,22.5,0.547,0.03,0.369,15.9,35.9,25.9,5.7,1.5,7.2,11.4,22.5,,1.4,3.1,4.5,0.16,,-2.6,3.1,0.5,0.9
486,Andrew Wiggins,SF,23,MIN,56,1954,11.8,0.48,0.287,0.261,3.7,11.2,7.4,10.3,1.4,1.6,9.1,24.3,,-0.7,1.2,0.5,0.012,,-2.1,-1.2,-3.2,-0.6
487,Alan Williams,PF,26,BRK,3,17,25,0.512,0.125,0.5,18.8,69.3,44,20,0,0,9.3,26.7,,0,0,0.1,0.195,,-1.9,0.6,-1.3,0
488,C.J. Williams,SG,28,MIN,9,67,2.1,0.441,0.412,0,1.6,4.8,3.2,11.9,0.7,0,19,13.1,,-0.1,0,-0.1,-0.052,,-5.2,-3.1,-8.3,-0.1
489,Johnathan Williams,C,23,LAL,7,89,10.3,0.518,0,0.25,13.1,11.3,12.2,5.9,0.5,3.6,8.3,11.3,,0.1,0.1,0.2,0.099,,-2.3,0.7,-1.6,0
490,Kenrich Williams,SF,24,NOP,29,573,9.3,0.504,0.537,0.087,5.6,17.9,11.9,8.3,1.1,1.6,12,12.6,,0.2,0.4,0.6,0.052,,-1.6,0.1,-1.5,0.1
491,Lou Williams,SG,32,LAC,58,1534,21.2,0.552,0.255,0.427,1.9,9.5,5.8,33.8,1.2,0.4,11.8,32.6,,3,0.9,3.8,0.12,,3.2,-2.7,0.5,1
492,Marvin Williams,PF,32,CHO,61,1746,13,0.558,0.596,0.138,3.6,18.2,10.8,6.2,1.4,2.2,5.3,14.8,,2,1.6,3.6,0.1,,0.3,0.2,0.5,1.1
493,Robert Williams,C,21,BOS,26,221,19.8,0.74,0,0.286,10.6,17.9,14.2,3.1,1.3,12.9,16,11,,0.5,0.5,1,0.213,,-1.7,6.6,4.8,0.4
494,Troy Williams,SF,24,SAC,18,286,11.1,0.55,0.471,0.172,3.2,16.8,9.8,4.6,1.6,2.4,7.9,14.6,,0.2,0.3,0.5,0.079,,-2,0.1,-1.9,0
495,D.J. Wilson,PF,22,MIL,32,572,9.7,0.508,0.513,0.182,5.5,19.5,12.9,6.2,1,2.6,11.2,13.8,,0.1,1,1,0.087,,-2.9,1.3,-1.6,0.1
496,Justise Winslow,PF,22,MIA,55,1633,12.7,0.511,0.344,0.196,3.7,16.2,9.9,21.8,1.6,0.9,15.2,20.7,,0.2,1.9,2.2,0.064,,-1.1,0.7,-0.4,0.7
497,Christian Wood,PF,23,MIL,13,62,17.2,0.585,0.2,0.6,7,25.1,16.6,4.6,0,0,8.7,23.5,,0.1,0.1,0.2,0.15,,-3.3,-4,-7.3,-0.1
498,Delon Wright,PG,26,TOT,57,1112,13.8,0.515,0.31,0.209,4.5,11.5,8,17,2.3,1.5,10.9,17,,1,1.5,2.4,0.105,,-0.8,1.1,0.4,0.7
498,Delon Wright,PG,26,TOR,49,897,14.6,0.527,0.307,0.208,4.8,10.2,7.5,16.8,2.5,1.4,10.4,17,,1.1,1.2,2.3,0.12,,-0.1,1.1,1.1,0.7
498,Delon Wright,PG,26,MEM,8,215,10.3,0.464,0.323,0.215,3.6,16.7,10,17.7,1.6,1.8,13.4,17.2,,-0.1,0.3,0.2,0.04,,-3.7,1,-2.7,0
499,Guerschon Yabusele,PF,23,BOS,31,173,11.8,0.507,0.358,0.264,9.8,12.4,11.1,9.4,2,3.6,15.7,17.5,,0,0.3,0.3,0.083,,-2.6,1.2,-1.4,0
500,Nick Young,SG,33,DEN,4,37,2.4,0.5,0.889,0,0,2.9,1.5,6.8,0,2.4,18.2,12.6,,0,0,0,-0.02,,-4.2,-2.8,-7,0
501,Thaddeus Young,PF,30,IND,64,1946,16.8,0.572,0.152,0.164,9,14.4,11.7,11.1,2.6,1.4,11,18,,2.7,3.3,6,0.147,,1,2.2,3.2,2.6
502,Trae Young,PG,20,ATL,63,1953,15.6,0.534,0.389,0.322,2.2,9.7,5.9,39.3,1.3,0.6,18.9,27.8,,1.2,0.5,1.7,0.041,,0.8,-3.1,-2.3,-0.1
503,Cody Zeller,C,26,CHO,45,1147,17.6,0.623,0.068,0.432,9.8,19.7,14.6,12.1,1.4,2.9,13.8,16,,2.6,1.2,3.8,0.161,,0.7,1.7,2.4,1.3
504,Ante Zizic,C,22,CLE,45,775,15.7,0.578,0,0.388,10.4,23.8,16.8,6.5,0.7,1.9,13.1,18,,1.1,0.3,1.3,0.082,,-2.4,-1.5,-3.9,-0.4
505,Ivica Zubac,C,21,TOT,41,671,19,0.606,0,0.351,11.2,22.7,17.1,8.2,0.5,4.2,12.7,20.6,,1.3,0.8,2.1,0.154,,-1.5,0.5,-1,0.2
505,Ivica Zubac,C,21,LAL,33,516,19.6,0.633,0,0.342,11.1,21.1,16.2,7.2,0.4,4.2,12.9,20.5,,1.2,0.6,1.8,0.167,,-1.2,0.2,-1,0.1
505,Ivica Zubac,C,21,LAC,8,155,17.1,0.517,0,0.379,11.3,27.9,19.9,11.6,0.9,4.1,11.7,20.9,,0.1,0.2,0.4,0.111,,-2.6,1.6,-1,0
