Rk_x,Player,Pos,Age,Tm_x,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Rk_y,Tm_y,year0,year1,year2,year3,year4,year5,Signed Using, Guaranteed 
299,alex len,C,25.0,ATL,75.0,1479.0,16.8,0.575,0.306,0.331,10.5,18.7,14.5,8.2,0.8,3.7,12.1,21.8,1.9,1.0,2.9,0.095,-0.4,-0.9,-1.3,0.3,227,ATL,4350000,4160000,,,,,Room Exception,8510000
300,kawhi leonard,SF,27.0,TOR,58.0,1978.0,26.0,0.607,0.262,0.382,4.4,18.7,11.7,16.5,2.5,1.0,8.5,30.4,6.1,3.2,9.3,0.225,4.4,0.7,5.1,3.5,36,TOR,23114067,21329752,,,,,Bird Rights,23114067
301,meyers leonard,C,26.0,POR,60.0,836.0,15.8,0.674,0.47600000000000003,0.214,5.9,22.1,14.2,11.9,0.8,0.9,13.8,14.7,2.0,0.8,2.9,0.165,1.8,-0.2,1.5,0.7,127,POR,10595506,11286515,,,,,Cap Space,21882021
302,jon leuer,PF,29.0,DET,40.0,398.0,13.1,0.613,0.098,0.27699999999999997,7.2,19.7,13.2,5.5,1.5,0.8,15.5,16.1,0.4,0.5,0.9,0.107,-2.9,-0.2,-3.1,-0.1,132,DET,10002681,9508043,,,,,Cap Space,19510724
303,caris levert,SF,24.0,BRK,38.0,1015.0,14.6,0.506,0.325,0.251,3.3,11.4,7.4,23.4,1.9,1.0,11.6,24.0,0.4,1.1,1.5,0.069,-0.5,0.0,-0.5,0.4,366,BRK,1702800,2625718,,,,,1st Round pick,4328518
304,damian lillard,PG,28.0,POR,78.0,2764.0,23.7,0.5870000000000001,0.415,0.33399999999999996,2.6,11.1,7.0,30.8,1.5,1.0,10.8,29.4,9.4,2.4,11.7,0.204,6.6,-1.1,5.5,5.2,14,POR,27977689,29802321,31626953,,,,1st Round Pick,89406963
305,jeremy lin,PG,30.0,TOT,73.0,1417.0,13.6,0.56,0.34299999999999997,0.386,1.6,11.6,6.6,23.3,1.5,0.8,16.2,21.7,1.2,0.9,2.1,0.071,-1.0,-1.9,-2.9,-0.3,89,ATL,13768421,,,,,,,13768421
305,jeremy lin,PG,30.0,TOT,73.0,1417.0,13.6,0.56,0.34299999999999997,0.386,1.6,11.6,6.6,23.3,1.5,0.8,16.2,21.7,1.2,0.9,2.1,0.071,-1.0,-1.9,-2.9,-0.3,481,TOR,697000,,,,,,,697000
305,jeremy lin,PG,30.0,ATL,51.0,1003.0,15.9,0.594,0.342,0.435,1.6,11.1,6.3,26.8,1.8,0.6,17.6,22.7,1.5,0.4,1.9,0.092,0.1,-2.4,-2.2,-0.1,89,ATL,13768421,,,,,,,13768421
305,jeremy lin,PG,30.0,ATL,51.0,1003.0,15.9,0.594,0.342,0.435,1.6,11.1,6.3,26.8,1.8,0.6,17.6,22.7,1.5,0.4,1.9,0.092,0.1,-2.4,-2.2,-0.1,481,TOR,697000,,,,,,,697000
305,jeremy lin,PG,30.0,TOR,22.0,414.0,8.1,0.467,0.34700000000000003,0.259,1.3,13.0,7.3,14.8,0.9,1.2,12.3,19.4,-0.3,0.4,0.2,0.022000000000000002,-3.9,-0.7,-4.6,-0.3,89,ATL,13768421,,,,,,,13768421
305,jeremy lin,PG,30.0,TOR,22.0,414.0,8.1,0.467,0.34700000000000003,0.259,1.3,13.0,7.3,14.8,0.9,1.2,12.3,19.4,-0.3,0.4,0.2,0.022000000000000002,-3.9,-0.7,-4.6,-0.3,481,TOR,697000,,,,,,,697000
306,shaun livingston,PG,33.0,GSW,62.0,939.0,11.7,0.552,0.01,0.239,4.8,7.9,6.4,15.1,1.5,2.4,14.4,12.0,1.1,0.8,1.9,0.1,-2.1,0.5,-1.6,0.1,156,GSW,8307692,7692308,,,,,Bird Rights,10307692
307,zach lofton,SG,26.0,DET,1.0,4.0,-10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.3,0.0,50.0,21.5,-0.1,0.0,0.0,-0.449,-16.9,8.1,-8.9,0.0,,,,,,,,,,
308,kevon looney,C,22.0,GSW,77.0,1439.0,17.0,0.638,0.031,0.321,14.5,15.4,15.0,10.5,1.4,3.1,12.0,12.6,4.0,1.7,5.7,0.19,1.7,1.7,3.4,2.0,390,GSW,1567007,,,,,,,1567007
309,brook lopez,C,30.0,MIL,80.0,2298.0,14.7,0.6,0.653,0.16899999999999998,1.6,14.9,8.6,5.7,1.0,6.4,8.7,16.7,2.4,4.3,6.7,0.14,-0.1,2.8,2.7,2.7,254,MIL,3382000,,,,,,Bi-annual Exception,3382000
310,robin lopez,C,30.0,CHI,72.0,1549.0,15.9,0.6,0.053,0.23600000000000002,9.5,10.2,9.8,8.9,0.3,4.2,14.4,18.6,2.0,0.7,2.7,0.08199999999999999,-1.0,-0.1,-1.1,0.4,85,CHI,14357750,,,,,,Cap Space,14357750
311,kevin love,PF,30.0,CLE,21.0,585.0,19.4,0.561,0.516,0.409,6.0,39.9,22.3,12.6,0.4,0.7,11.3,27.7,0.9,0.3,1.3,0.105,0.7,-2.5,-1.8,0.0,30,CLE,24119025,28900000,31300000,31300000,28900000,,Bird Rights,144519025
312,kyle lowry,PG,32.0,TOR,64.0,2171.0,16.7,0.565,0.613,0.26,2.1,12.7,7.5,35.2,1.9,1.2,18.1,19.7,3.8,2.9,6.6,0.146,2.7,0.4,3.0,2.7,7,TOR,31200000,33296296,,,,,Bird Rights,64496296
313,jordan loyd,PG,25.0,TOR,11.0,47.0,15.4,0.625,0.5,0.7140000000000001,2.4,15.7,9.2,17.2,0.0,0.0,9.8,18.6,0.1,0.0,0.2,0.18100000000000002,0.9,-2.8,-1.9,0.0,,,,,,,,,,
314,kalin lucas,PG,29.0,DET,1.0,6.0,16.6,0.532,1.0,2.0,0.0,56.7,27.3,20.7,0.0,0.0,0.0,13.5,0.0,0.0,0.0,0.237,-1.0,0.4,-0.6,0.0,,,,,,,,,,
315,timothe luwawu-cabarrot,SF,23.0,TOT,48.0,615.0,7.9,0.48700000000000004,0.5429999999999999,0.17800000000000002,1.9,13.9,7.8,5.5,1.5,1.1,9.0,16.3,-0.3,0.5,0.2,0.013000000000000001,-3.4,-1.5,-4.9,-0.4,408,CHI,1544951,,,,,,1st Round pick,1544951
315,timothe luwawu-cabarrot,SF,23.0,OKC,21.0,123.0,3.5,0.38299999999999995,0.512,0.14,3.3,12.2,7.6,4.2,1.5,0.7,9.9,16.8,-0.2,0.1,-0.1,-0.032,-6.7,-1.9,-8.6,-0.2,408,CHI,1544951,,,,,,1st Round pick,1544951
315,timothe luwawu-cabarrot,SF,23.0,CHI,27.0,492.0,9.0,0.516,0.552,0.188,1.5,14.3,7.9,5.8,1.5,1.2,8.8,16.2,-0.1,0.3,0.2,0.024,-2.6,-1.4,-3.9,-0.2,408,CHI,1544951,,,,,,1st Round pick,1544951
316,tyler lydon,PF,22.0,DEN,24.0,90.0,8.1,0.573,0.588,0.17600000000000002,7.2,13.3,10.2,7.1,1.1,0.0,17.9,10.6,0.1,0.1,0.1,0.069,-2.1,-1.2,-3.2,0.0,353,DEN,1874640,,,,,,1st Round Pick,1874640
317,trey lyles,PF,23.0,DEN,63.0,1093.0,12.6,0.498,0.4,0.23800000000000002,4.1,19.5,11.8,11.3,1.3,1.9,11.0,23.4,-0.2,1.4,1.1,0.05,-2.7,-0.7,-3.4,-0.4,256,DEN,3364249,,,,,,1st round pick,3364249
318,scott machado,PG,28.0,LAL,4.0,19.0,22.2,0.7759999999999999,0.16699999999999998,0.16699999999999998,0.0,0.0,0.0,23.5,2.4,0.0,0.0,14.0,0.1,0.0,0.1,0.28,2.4,-6.8,-4.5,0.0,559,LAL,47371,,,,,,,47371
319,shelvin mack,PG,28.0,TOT,57.0,1246.0,10.4,0.489,0.32299999999999995,0.20800000000000002,1.6,7.9,4.7,22.7,1.9,0.3,13.0,18.1,-0.2,1.1,0.9,0.034,-2.6,-1.6,-4.2,-0.7,341,CHO,2029463,,,,,,Minimum Salary,2029463
319,shelvin mack,PG,28.0,TOT,57.0,1246.0,10.4,0.489,0.32299999999999995,0.20800000000000002,1.6,7.9,4.7,22.7,1.9,0.3,13.0,18.1,-0.2,1.1,0.9,0.034,-2.6,-1.6,-4.2,-0.7,454,ORL,1000000,,,,,,,1000000
319,shelvin mack,PG,28.0,MEM,53.0,1204.0,11.0,0.499,0.32899999999999996,0.193,1.6,8.0,4.8,23.3,1.9,0.3,12.8,18.0,0.1,1.1,1.1,0.045,-2.2,-1.5,-3.7,-0.5,341,CHO,2029463,,,,,,Minimum Salary,2029463
319,shelvin mack,PG,28.0,MEM,53.0,1204.0,11.0,0.499,0.32899999999999996,0.193,1.6,8.0,4.8,23.3,1.9,0.3,12.8,18.0,0.1,1.1,1.1,0.045,-2.2,-1.5,-3.7,-0.5,454,ORL,1000000,,,,,,,1000000
319,shelvin mack,PG,28.0,CHO,4.0,42.0,-6.5,0.251,0.14300000000000002,0.643,0.0,5.3,2.6,3.0,2.3,0.0,18.2,22.5,-0.3,0.0,-0.3,-0.302,-14.5,-3.0,-17.5,-0.2,341,CHO,2029463,,,,,,Minimum Salary,2029463
319,shelvin mack,PG,28.0,CHO,4.0,42.0,-6.5,0.251,0.14300000000000002,0.643,0.0,5.3,2.6,3.0,2.3,0.0,18.2,22.5,-0.3,0.0,-0.3,-0.302,-14.5,-3.0,-17.5,-0.2,454,ORL,1000000,,,,,,,1000000
320,daryl macon,SG,23.0,DAL,7.0,57.0,2.6,0.425,0.35,0.0,3.8,5.6,4.7,12.9,0.9,0.0,20.0,18.9,-0.1,0.0,-0.1,-0.09,-6.7,-2.6,-9.3,-0.1,,,,,,,,,,
321,j.p. macura,SG,23.0,CHO,1.0,14.0,0.5,0.25,0.5,0.0,0.0,15.8,7.7,20.8,0.0,0.0,0.0,24.5,-0.1,0.0,-0.1,-0.21600000000000003,-8.3,-5.0,-13.3,0.0,,,,,,,,,,
322,ian mahinmi,C,32.0,WAS,32.0,453.0,12.3,0.56,0.151,0.698,9.5,16.8,13.1,6.8,2.5,2.8,15.1,12.4,0.5,0.5,1.0,0.10099999999999999,-2.0,1.5,-0.5,0.2,72,WAS,15944154,15450051,,,,,Cap Space,31394205
323,thon maker,C-PF,21.0,TOT,61.0,923.0,12.0,0.542,0.574,0.318,4.4,17.4,11.0,6.6,1.1,4.5,9.5,15.0,0.6,1.4,2.1,0.10800000000000001,-2.0,1.7,-0.3,0.4,277,DET,2799720,3569643,,,,,1st Round pick,6369363
323,thon maker,C,21.0,MIL,35.0,409.0,12.9,0.546,0.5820000000000001,0.276,4.5,18.6,12.0,5.8,1.1,3.7,5.7,16.3,0.4,0.7,1.1,0.132,-1.6,0.7,-0.9,0.1,277,DET,2799720,3569643,,,,,1st Round pick,6369363
323,thon maker,PF,21.0,DET,26.0,514.0,11.3,0.539,0.565,0.363,4.3,16.6,10.2,7.1,1.1,5.1,13.3,13.9,0.2,0.7,1.0,0.08900000000000001,-2.4,2.6,0.1,0.3,277,DET,2799720,3569643,,,,,1st Round pick,6369363
324,boban marjanovic,C,30.0,TOT,56.0,637.0,23.8,0.6629999999999999,0.028999999999999998,0.55,14.6,27.0,21.0,11.6,1.0,3.1,16.2,23.3,1.9,0.9,2.8,0.209,1.0,0.3,1.3,0.5,178,PHI,7000000,,,,,,Cap Space,7000000
324,boban marjanovic,C,30.0,LAC,36.0,376.0,25.0,0.6659999999999999,0.013999999999999999,0.679,16.0,26.5,21.4,9.4,1.4,3.6,16.9,24.6,1.2,0.6,1.7,0.21899999999999997,1.1,0.4,1.5,0.3,178,PHI,7000000,,,,,,Cap Space,7000000
324,boban marjanovic,C,30.0,PHI,20.0,261.0,22.2,0.659,0.051,0.36700000000000005,12.5,27.6,20.3,14.7,0.5,2.4,14.9,21.5,0.7,0.3,1.1,0.193,0.9,0.1,1.1,0.2,178,PHI,7000000,,,,,,Cap Space,7000000
325,lauri markkanen,PF,21.0,CHI,52.0,1682.0,17.1,0.5529999999999999,0.418,0.245,4.7,25.9,15.2,7.2,1.1,1.7,8.8,25.1,1.3,1.5,2.8,0.079,-0.3,-1.6,-1.9,0.0,221,CHI,4536120,5300400,6731508,,,,1st Round Pick,9836520
326,jarell martin,PF,24.0,ORL,40.0,306.0,10.3,0.544,0.535,0.111,3.8,20.9,12.2,8.0,0.5,2.2,9.6,16.3,0.2,0.4,0.5,0.084,-2.8,-0.6,-3.4,-0.1,299,ORL,2416222,,,,,,1st Round pick,2416222
327,frank mason,PG,24.0,SAC,37.0,418.0,12.2,0.499,0.37200000000000005,0.353,1.0,9.3,5.1,26.9,1.8,0.8,15.9,21.2,0.0,0.3,0.3,0.037000000000000005,-2.2,-2.3,-4.5,-0.3,420,SAC,1378242,1618520,,,,,,1378242
328,wesley matthews,SF-SG,32.0,TOT,68.0,2067.0,10.5,0.546,0.5760000000000001,0.235,1.7,7.1,4.4,11.3,1.2,0.7,10.5,17.9,1.2,1.5,2.7,0.063,-0.2,-1.2,-1.4,0.3,55,NYK,18622514,,,,,,,18622514
328,wesley matthews,SF-SG,32.0,TOT,68.0,2067.0,10.5,0.546,0.5760000000000001,0.235,1.7,7.1,4.4,11.3,1.2,0.7,10.5,17.9,1.2,1.5,2.7,0.063,-0.2,-1.2,-1.4,0.3,480,IND,737715,,,,,,,737715
328,wesley matthews,SF,32.0,DAL,44.0,1312.0,11.3,0.556,0.561,0.235,1.7,6.7,4.2,11.6,1.2,0.8,10.1,18.9,1.0,0.8,1.8,0.066,0.1,-1.4,-1.3,0.2,55,NYK,18622514,,,,,,,18622514
328,wesley matthews,SF,32.0,DAL,44.0,1312.0,11.3,0.556,0.561,0.235,1.7,6.7,4.2,11.6,1.2,0.8,10.1,18.9,1.0,0.8,1.8,0.066,0.1,-1.4,-1.3,0.2,480,IND,737715,,,,,,,737715
328,wesley matthews,SG,32.0,NYK,2.0,54.0,2.9,0.33,0.526,0.263,1.9,4.0,2.9,12.9,0.9,1.6,8.6,18.3,-0.1,0.0,-0.1,-0.115,-6.3,-3.4,-9.6,-0.1,55,NYK,18622514,,,,,,,18622514
328,wesley matthews,SG,32.0,NYK,2.0,54.0,2.9,0.33,0.526,0.263,1.9,4.0,2.9,12.9,0.9,1.6,8.6,18.3,-0.1,0.0,-0.1,-0.115,-6.3,-3.4,-9.6,-0.1,480,IND,737715,,,,,,,737715
328,wesley matthews,SG,32.0,IND,22.0,701.0,9.5,0.544,0.614,0.23199999999999998,1.8,8.2,5.1,10.5,1.3,0.5,11.6,16.1,0.3,0.7,1.0,0.071,-0.4,-0.6,-1.0,0.2,55,NYK,18622514,,,,,,,18622514
328,wesley matthews,SG,32.0,IND,22.0,701.0,9.5,0.544,0.614,0.23199999999999998,1.8,8.2,5.1,10.5,1.3,0.5,11.6,16.1,0.3,0.7,1.0,0.071,-0.4,-0.6,-1.0,0.2,480,IND,737715,,,,,,,737715
329,luc mbah a moute,PF,32.0,LAC,4.0,61.0,6.7,0.495,0.33299999999999996,0.278,3.6,8.4,6.1,4.5,0.8,1.3,9.0,15.4,0.0,0.0,0.0,0.011000000000000001,-3.3,-2.0,-5.4,-0.1,229,LAC,4320500,,,,,,MLE,4320500
330,tahjere mccall,SG,24.0,BRK,1.0,8.0,9.6,0.581,0.33299999999999996,0.33299999999999996,0.0,13.1,6.6,0.0,0.0,0.0,0.0,18.1,0.0,0.0,0.0,0.053,-3.8,-6.0,-9.8,0.0,561,BRK,47371,,,,,,,47371
331,patrick mccaw,SG,23.0,TOT,29.0,397.0,7.5,0.532,0.444,0.23800000000000002,1.9,11.0,6.5,9.1,2.8,0.4,19.6,9.4,0.0,0.5,0.5,0.064,-2.8,1.6,-1.2,0.1,479,TOR,786000,,,,,,,786000
331,patrick mccaw,SG,23.0,TOT,29.0,397.0,7.5,0.532,0.444,0.23800000000000002,1.9,11.0,6.5,9.1,2.8,0.4,19.6,9.4,0.0,0.5,0.5,0.064,-2.8,1.6,-1.2,0.1,501,CLE,323529,,,,,,,323529
331,patrick mccaw,SG,23.0,CLE,3.0,53.0,-0.7,0.278,0.444,0.0,0.0,6.5,3.1,4.9,1.9,0.0,25.0,9.9,-0.2,0.0,-0.2,-0.13699999999999998,-8.1,-1.1,-9.2,-0.1,479,TOR,786000,,,,,,,786000
331,patrick mccaw,SG,23.0,CLE,3.0,53.0,-0.7,0.278,0.444,0.0,0.0,6.5,3.1,4.9,1.9,0.0,25.0,9.9,-0.2,0.0,-0.2,-0.13699999999999998,-8.1,-1.1,-9.2,-0.1,501,CLE,323529,,,,,,,323529
331,patrick mccaw,SG,23.0,TOR,26.0,344.0,8.7,0.569,0.444,0.278,2.2,11.6,7.1,9.8,2.9,0.5,18.8,9.3,0.2,0.5,0.7,0.095,-2.0,2.1,0.1,0.2,479,TOR,786000,,,,,,,786000
331,patrick mccaw,SG,23.0,TOR,26.0,344.0,8.7,0.569,0.444,0.278,2.2,11.6,7.1,9.8,2.9,0.5,18.8,9.3,0.2,0.5,0.7,0.095,-2.0,2.1,0.1,0.2,501,CLE,323529,,,,,,,323529
332,cj mccollum,SG,27.0,POR,68.0,2321.0,17.2,0.557,0.35700000000000004,0.155,2.8,9.7,6.3,13.5,1.1,0.9,7.4,25.6,4.0,1.7,5.6,0.11599999999999999,2.2,-1.9,0.3,1.3,19,POR,25759766,27556959,29354152,,,,1st Round Pick,82670877
333,t.j. mcconnell,PG,26.0,PHI,74.0,1424.0,13.3,0.552,0.10400000000000001,0.092,2.1,10.3,6.3,24.9,2.6,0.9,17.3,14.9,1.2,1.6,2.8,0.094,-1.7,0.1,-1.6,0.2,387,PHI,1600520,,,,,,Minimum Salary,1600520
334,doug mcdermott,SF,27.0,IND,75.0,1288.0,11.7,0.624,0.494,0.184,1.4,7.4,4.5,7.1,0.6,0.6,8.8,16.2,1.8,1.1,2.8,0.106,0.0,-2.1,-2.0,0.0,168,IND,7333334,7333334,7333333,,,,,22000001
335,javale mcgee,C,31.0,LAL,73.0,1625.0,21.8,0.632,0.016,0.23600000000000002,12.4,22.6,17.6,4.6,1.3,7.3,13.1,20.0,2.9,2.9,5.8,0.171,-1.0,2.8,1.7,1.5,307,LAL,2393887,,,,,,Minimum Salary,2393887
336,rodney mcgruder,SG,27.0,MIA,65.0,1527.0,9.6,0.516,0.495,0.154,4.1,12.2,8.1,10.4,1.2,0.7,11.6,15.4,0.5,1.5,2.0,0.062,-1.7,-0.1,-1.8,0.1,400,MIA,1544951,,,,,,Minimum Salary,1544951
337,alfonzo mckinnie,SF,26.0,GSW,69.0,941.0,11.1,0.564,0.424,0.16399999999999998,9.5,16.8,13.3,4.0,0.8,1.3,9.4,14.1,1.1,0.9,1.9,0.099,-1.0,-1.7,-2.7,-0.2,442,GSW,1349383,1588231,,,,,Minimum Salary,1349383
338,ben mclemore,SG,25.0,SAC,19.0,158.0,10.5,0.541,0.6409999999999999,0.188,1.9,9.3,5.5,3.4,1.8,1.6,6.7,19.4,0.1,0.1,0.2,0.057,-1.1,-2.5,-3.6,-0.1,199,SAC,5460000,,,,,,,5460000
339,jordan mcrae,SG,27.0,WAS,27.0,333.0,14.3,0.55,0.26899999999999996,0.26899999999999996,1.9,11.3,6.5,13.2,1.8,1.8,9.4,20.4,0.3,0.2,0.5,0.066,-1.9,-1.8,-3.7,-0.1,,,,,,,,,,
340,jodie meeks,SG,31.0,TOR,7.0,86.0,17.3,0.639,0.441,0.028999999999999998,1.3,12.2,6.9,12.3,0.6,1.0,2.8,17.7,0.2,0.1,0.3,0.17,1.8,-2.1,-0.2,0.0,249,MIL,3454500,,,,,,,3454500
340,jodie meeks,SG,31.0,TOR,7.0,86.0,17.3,0.639,0.441,0.028999999999999998,1.3,12.2,6.9,12.3,0.6,1.0,2.8,17.7,0.2,0.1,0.3,0.17,1.8,-2.1,-0.2,0.0,516,TOR,196724,,,,,,,319677
340,jodie meeks,SG,31.0,TOR,7.0,86.0,17.3,0.639,0.441,0.028999999999999998,1.3,12.2,6.9,12.3,0.6,1.0,2.8,17.7,0.2,0.1,0.3,0.17,1.8,-2.1,-0.2,0.0,525,TOR,122953,,,,,,,319677
341,salah mejri,C,32.0,DAL,34.0,352.0,15.3,0.5589999999999999,0.263,0.295,10.2,24.8,17.5,13.1,1.2,4.8,15.7,15.6,0.4,0.5,0.9,0.127,-1.9,3.1,1.2,0.3,391,DAL,1567007,,,,,,,1567007
342,de'anthony melton,PG,20.0,PHO,48.0,942.0,9.7,0.456,0.381,0.098,2.8,12.3,7.5,22.2,3.3,2.0,21.3,14.8,-0.8,0.8,0.0,0.002,-3.6,1.1,-2.5,-0.1,458,PHO,949000,1416852,,,,,,2365852
343,chimezie metu,PF,21.0,SAS,29.0,145.0,6.4,0.389,0.034,0.293,6.8,20.2,13.5,12.0,2.0,1.2,18.6,24.4,-0.5,0.2,-0.3,-0.10099999999999999,-8.9,-0.4,-9.3,-0.3,470,SAS,838464,,,,,,MLE,838464
344,khris middleton,SF,27.0,MIL,75.0,2352.0,16.3,0.556,0.41200000000000003,0.22899999999999998,2.3,16.5,9.9,19.9,1.6,0.2,12.4,25.0,2.4,3.5,5.9,0.12,0.6,0.1,0.7,1.6,97,MIL,13000000,13000000,,,,,Bird Rights,13000000
345,c.j. miles,SF,31.0,TOT,53.0,856.0,9.0,0.504,0.653,0.18600000000000003,1.7,10.4,6.1,6.0,1.5,1.5,8.2,18.6,-0.2,0.9,0.7,0.040999999999999995,-2.1,-1.4,-3.4,-0.3,155,MEM,8333333,8730158,,,,,MLE,8333333
345,c.j. miles,SF,31.0,TOR,40.0,562.0,8.0,0.484,0.665,0.214,2.4,10.5,6.5,5.2,1.5,1.5,8.5,18.8,-0.3,0.7,0.4,0.034,-2.4,-1.3,-3.7,-0.2,155,MEM,8333333,8730158,,,,,MLE,8333333
345,c.j. miles,SF,31.0,MEM,13.0,294.0,10.8,0.544,0.629,0.133,0.4,10.1,5.2,7.5,1.4,1.6,7.5,18.3,0.1,0.3,0.3,0.054000000000000006,-1.4,-1.6,-2.9,-0.1,155,MEM,8333333,8730158,,,,,MLE,8333333
346,darius miller,SF,28.0,NOP,69.0,1757.0,8.4,0.55,0.752,0.147,0.8,6.6,3.8,10.4,1.1,1.1,10.3,13.4,1.1,0.6,1.7,0.045,-0.1,-1.6,-1.7,0.1,327,NOP,2205000,,,,,,MLE,2205000
347,malcolm miller,SF,25.0,TOR,9.0,58.0,14.4,0.643,0.875,0.083,0.0,7.3,3.7,2.5,0.8,1.4,3.9,19.2,0.1,0.1,0.2,0.133,2.3,-3.8,-1.6,0.0,494,TOR,457418,1588231,,,,,,457418
348,patty mills,PG,30.0,SAS,80.0,1867.0,13.1,0.5720000000000001,0.609,0.156,1.4,8.9,5.2,17.4,1.3,0.5,11.6,18.5,2.2,1.1,3.2,0.083,1.5,-2.0,-0.5,0.7,118,SAS,11571429,12428571,13285714,,,,Bird Rights,37285714
349,paul millsap,PF,33.0,DEN,68.0,1841.0,18.3,0.573,0.237,0.373,8.9,20.2,14.5,10.6,2.2,2.5,10.8,19.7,3.3,2.9,6.2,0.161,0.7,1.8,2.5,2.1,12,DEN,29730769,30500000,,,,,Cap space,29730769
350,shake milton,SG,22.0,PHI,18.0,224.0,8.7,0.506,0.515,0.07400000000000001,3.4,8.7,6.1,9.1,1.1,1.8,7.9,14.3,0.1,0.2,0.3,0.057,-2.0,-1.2,-3.3,-0.1,,,,,,,,,,
351,nikola mirotic,PF,27.0,TOT,46.0,1245.0,17.2,0.584,0.5870000000000001,0.22899999999999998,5.1,22.6,14.1,6.2,1.2,2.2,7.4,21.4,2.0,1.4,3.5,0.134,1.2,-1.2,0.0,0.6,104,MIL,12500000,,,,,,Cap space,12500000
351,nikola mirotic,PF,27.0,NOP,32.0,925.0,17.5,0.591,0.568,0.248,5.2,24.1,14.8,5.3,1.1,2.2,7.6,21.7,1.6,0.9,2.5,0.129,1.4,-1.7,-0.3,0.4,104,MIL,12500000,,,,,,Cap space,12500000
351,nikola mirotic,PF,27.0,MIL,14.0,320.0,16.3,0.562,0.644,0.17,4.7,18.3,11.9,8.6,1.5,2.4,7.0,20.5,0.4,0.6,1.0,0.14800000000000002,0.7,0.1,0.8,0.2,104,MIL,12500000,,,,,,Cap space,12500000
352,donovan mitchell,SG,22.0,UTA,75.0,2525.0,17.0,0.534,0.33899999999999997,0.25,2.5,10.5,6.6,21.2,1.9,1.0,11.4,31.6,1.1,3.7,4.7,0.09,0.6,-0.2,0.4,1.5,267,UTA,3111480,3635760,5195501,,,,1st Round Pick,6747240
353,naz mitrou-long,SG,25.0,UTA,12.0,49.0,-2.2,0.318,0.636,0.0,0.0,4.3,2.2,15.8,0.0,0.0,26.7,13.1,-0.1,0.0,-0.1,-0.1,-8.6,-2.9,-11.5,-0.1,,,,,,,,,,
354,malik monk,SG,20.0,CHO,70.0,1201.0,12.0,0.519,0.5589999999999999,0.17800000000000002,1.3,10.5,5.8,14.2,1.4,1.2,12.0,25.1,-0.4,0.7,0.3,0.012,-1.1,-2.9,-4.0,-0.6,251,CHO,3447480,4028400,5345687,,,,1st Round Pick,7475880
355,greg monroe,C,28.0,TOT,41.0,438.0,14.8,0.499,0.023,0.363,16.1,23.3,19.8,7.1,1.5,1.5,13.5,22.5,0.1,0.7,0.8,0.086,-3.7,-0.5,-4.2,-0.2,333,BRK,2165481,,,,,,,2165481
355,greg monroe,C,28.0,TOT,41.0,438.0,14.8,0.499,0.023,0.363,16.1,23.3,19.8,7.1,1.5,1.5,13.5,22.5,0.1,0.7,0.8,0.086,-3.7,-0.5,-4.2,-0.2,527,BOS,122344,,,,,,10-Day Contract,122344
355,greg monroe,C,28.0,TOR,38.0,423.0,13.5,0.48700000000000004,0.025,0.379,15.7,23.9,19.9,5.4,1.5,1.6,14.2,22.2,-0.1,0.7,0.6,0.07,-4.6,-0.7,-5.3,-0.4,333,BRK,2165481,,,,,,,2165481
355,greg monroe,C,28.0,TOR,38.0,423.0,13.5,0.48700000000000004,0.025,0.379,15.7,23.9,19.9,5.4,1.5,1.6,14.2,22.2,-0.1,0.7,0.6,0.07,-4.6,-0.7,-5.3,-0.4,527,BOS,122344,,,,,,10-Day Contract,122344
355,greg monroe,C,28.0,BOS,2.0,5.0,60.3,0.6,0.0,0.0,64.0,0.0,32.1,73.7,0.0,0.0,0.0,43.1,0.1,0.0,0.1,0.536,38.3,6.8,45.1,0.1,333,BRK,2165481,,,,,,,2165481
355,greg monroe,C,28.0,BOS,2.0,5.0,60.3,0.6,0.0,0.0,64.0,0.0,32.1,73.7,0.0,0.0,0.0,43.1,0.1,0.0,0.1,0.536,38.3,6.8,45.1,0.1,527,BOS,122344,,,,,,10-Day Contract,122344
355,greg monroe,C-F,28.0,PHI,1.0,10.0,44.8,0.8270000000000001,0.0,0.2,10.9,10.3,10.6,43.7,4.7,0.0,0.0,22.8,0.1,0.0,0.1,0.522,16.4,0.7,17.1,0.0,333,BRK,2165481,,,,,,,2165481
355,greg monroe,C-F,28.0,PHI,1.0,10.0,44.8,0.8270000000000001,0.0,0.2,10.9,10.3,10.6,43.7,4.7,0.0,0.0,22.8,0.1,0.0,0.1,0.522,16.4,0.7,17.1,0.0,527,BOS,122344,,,,,,10-Day Contract,122344
356,e'twaun moore,SG,29.0,NOP,53.0,1463.0,11.5,0.5670000000000001,0.331,0.111,2.5,6.4,4.5,9.6,1.3,0.4,9.6,17.3,1.2,0.5,1.7,0.055,-0.2,-2.0,-2.2,-0.1,144,NOP,8808685,8664928,,,,,Cap Space,17473613
