,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
638,466,P.J. Tucker,PF,33,HOU,67,2349,9.5,.554,.723,.125,4.9,14.9,9.7,5.0,2.3,1.1,10.6,9.6,,1.9,2.1,4.0,.081,,-0.3,1.4,1.1,1.8
639,467,Evan Turner,PG,30,POR,58,1339,11.2,.497,.119,.220,2.7,18.1,10.5,22.7,1.0,0.8,18.6,16.4,,0.1,1.2,1.3,.048,,-2.8,0.5,-2.2,-0.1
640,468,Myles Turner,C,22,IND,60,1699,18.1,.566,.236,.226,5.2,21.9,13.7,8.2,1.4,9.0,11.0,20.1,,1.3,3.7,5.0,.142,,-1.7,5.0,3.4,2.3
641,469,Ekpe Udoh,C,31,UTA,36,194,17.9,.723,.000,.400,7.3,15.5,11.4,10.7,1.0,7.0,14.5,12.1,,0.5,0.3,0.8,.200,,-0.9,4.2,3.3,0.3
642,470,Tyler Ulis,PG,23,CHI,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.014,,-6.6,-0.4,-7.0,0.0
643,471,Jonas Valanciunas,C,26,TOT,40,820,25.0,.639,.103,.341,9.7,30.8,20.3,11.4,0.9,3.9,11.9,26.8,,2.2,1.5,3.6,.213,,0.8,1.1,1.9,0.8
644,471,Jonas Valanciunas,C,26,TOR,30,564,24.6,.639,.116,.363,10.5,30.5,20.7,8.5,1.1,3.4,11.5,25.7,,1.6,1.0,2.6,.224,,0.6,0.5,1.2,0.4
645,471,Jonas Valanciunas,C,26,MEM,10,256,26.1,.639,.078,.297,7.8,31.4,19.4,18.0,0.6,5.2,12.7,29.2,,0.6,0.5,1.0,.190,,1.2,2.2,3.4,0.3
646,472,Jarred Vanderbilt,PF,19,DEN,8,21,9.5,.222,.000,.800,15.4,46.8,31.0,5.7,4.7,4.3,22.8,17.7,,-0.1,0.1,0.0,-0.069,,-12.1,4.7,-7.4,0.0
647,473,Fred VanVleet,PG,24,TOR,51,1369,13.3,.529,.495,.192,1.6,9.2,5.4,23.4,1.6,0.7,11.3,17.9,,1.7,1.4,3.0,.107,,0.6,-0.7,-0.1,0.6
648,474,Noah Vonleh,PF,23,NYK,66,1680,14.1,.565,.315,.355,6.7,26.4,16.2,11.0,1.3,2.6,14.8,14.7,,1.6,1.7,3.3,.094,,-1.4,1.8,0.4,1.0
649,475,Nikola Vucevic,C,28,ORL,67,2097,25.9,.575,.171,.163,9.4,32.1,20.6,23.0,1.6,3.1,9.8,27.8,,4.7,3.9,8.5,.195,,3.4,3.5,6.9,4.7
650,476,Dwyane Wade,SG,37,MIA,56,1433,15.5,.509,.274,.243,3.8,11.8,7.8,27.5,1.5,1.9,14.6,27.2,,0.1,1.5,1.6,.054,,-0.6,-0.3,-1.0,0.4
651,477,Moritz Wagner,C,21,LAL,27,221,12.8,.544,.484,.253,5.8,15.5,10.8,9.6,1.7,1.8,15.8,22.6,,0.0,0.3,0.2,.045,,-2.2,-1.1,-3.3,-0.1
652,478,Dion Waiters,SG,27,MIA,28,676,10.5,.513,.577,.117,0.8,11.2,6.0,17.8,1.4,0.5,13.6,20.4,,-0.1,0.6,0.5,.035,,-1.3,-1.6,-2.8,-0.1
653,479,Kemba Walker,PG,28,CHO,67,2337,21.0,.557,.449,.260,1.8,11.5,6.6,28.4,1.8,1.1,10.5,31.1,,4.1,1.6,5.7,.118,,4.8,-1.6,3.1,3.0
654,480,Lonnie Walker,SG,20,SAS,7,59,0.1,.295,.273,.182,0.0,20.2,10.2,4.2,2.5,1.4,14.4,20.6,,-0.3,0.1,-0.2,-0.176,,-11.5,-0.8,-12.2,-0.2
655,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
656,481,John Wall,PG,28,WAS,32,1104,18.0,.527,.306,.317,1.5,10.1,5.7,39.0,2.1,2.2,16.1,28.8,,0.5,0.7,1.2,.052,,0.9,-1.2,-0.3,0.5
657,482,Tyrone Wallace,PG,24,LAC,53,540,7.3,.442,.085,.271,4.1,12.9,8.6,9.5,1.7,1.0,12.1,18.7,,-0.7,0.5,-0.2,-0.017,,-5.2,-0.6,-5.9,-0.5
658,483,Taurean Waller-Prince,SF,24,ATL,44,1226,12.0,.573,.533,.196,1.8,12.7,7.2,11.1,1.7,1.1,13.8,19.5,,0.6,0.6,1.2,.049,,-0.5,-1.3,-1.8,0.1
659,484,Brad Wanamaker,PG,29,BOS,30,262,13.4,.590,.405,.215,1.2,11.1,6.1,20.2,1.7,0.3,13.9,16.6,,0.4,0.3,0.7,.125,,-1.0,-1.5,-2.5,0.0
660,485,T.J. Warren,SF,25,PHO,43,1360,16.4,.580,.295,.203,2.5,11.9,7.1,7.8,1.8,1.8,7.2,22.6,,1.6,0.6,2.2,.079,,0.2,-1.7,-1.5,0.2
661,486,Julian Washburn,SF,27,MEM,7,110,1.6,.241,.421,.211,4.0,16.7,10.3,3.6,1.8,0.0,12.6,9.7,,-0.3,0.1,-0.1,-0.052,,-8.2,0.5,-7.7,-0.2
662,487,Yuta Watanabe,SG,24,MEM,10,98,7.0,.448,.321,.357,1.1,21.1,10.9,6.1,1.0,1.0,11.0,16.7,,-0.1,0.1,0.0,-0.006,,-7.2,-1.1,-8.2,-0.2
663,488,Thomas Welsh,C,22,DEN,10,33,12.4,.589,.636,.182,0.0,13.2,6.6,16.7,0.0,0.0,7.8,16.5,,0.1,0.0,0.1,.111,,-0.2,-4.0,-4.1,0.0
664,489,Russell Westbrook,PG,30,OKC,59,2112,20.8,.500,.265,.321,4.0,28.3,15.9,45.5,2.6,1.1,16.7,31.5,,1.0,4.1,5.1,.115,,2.1,4.0,6.1,4.3
665,490,Derrick White,PG,24,SAS,52,1336,15.0,.566,.259,.235,2.1,13.4,7.8,20.5,2.0,2.3,14.6,17.3,,1.4,1.4,2.8,.100,,0.1,1.0,1.1,1.0
666,491,Okaro White,PF,26,WAS,3,6,-4.5,.000,1.000,.000,17.9,18.5,18.2,0.0,0.0,0.0,0.0,14.1,,0.0,0.0,0.0,-0.250,,-11.0,-8.2,-19.2,0.0
667,492,Hassan Whiteside,C,29,MIA,57,1422,22.6,.547,.028,.357,16.4,35.9,26.1,5.9,1.4,7.2,11.5,22.6,,1.6,3.2,4.8,.161,,-2.5,2.9,0.4,0.9
668,493,Andrew Wiggins,SF,23,MIN,59,2053,11.9,.483,.288,.256,3.6,11.3,7.4,10.0,1.4,1.7,9.0,24.1,,-0.6,1.2,0.6,.013,,-1.9,-1.2,-3.1,-0.6
669,494,Alan Williams,PF,26,BRK,3,17,25.0,.512,.125,.500,18.8,68.3,43.7,20.0,0.0,0.0,9.3,26.7,,0.0,0.0,0.1,.202,,-1.9,0.8,-1.1,0.0
670,495,C.J. Williams,SG,28,MIN,10,69,2.1,.441,.412,.000,1.5,4.7,3.1,11.4,0.7,0.0,19.0,12.7,,-0.1,0.0,-0.1,-0.053,,-5.1,-3.1,-8.3,-0.1
671,496,Johnathan Williams,C,23,LAL,9,133,13.6,.557,.000,.225,12.8,12.9,12.9,5.3,0.3,3.0,4.4,14.4,,0.2,0.1,0.3,.126,,-1.4,-0.6,-1.9,0.0
672,497,Kenrich Williams,SF,24,NOP,33,700,9.7,.496,.551,.091,5.3,16.9,11.2,8.5,1.5,1.5,11.0,12.9,,0.2,0.6,0.8,.053,,-1.3,0.3,-1.1,0.2
673,498,Lou Williams,SG,32,LAC,62,1643,22.1,.560,.258,.429,2.0,9.6,5.9,33.8,1.3,0.4,11.7,32.9,,3.6,1.1,4.7,.137,,3.7,-2.5,1.2,1.3
674,499,Marvin Williams,PF,32,CHO,65,1874,13.0,.558,.590,.134,3.8,17.7,10.6,6.2,1.5,2.3,6.0,15.0,,2.1,1.7,3.8,.096,,0.2,0.3,0.6,1.2
675,500,Robert Williams,C,21,BOS,27,226,19.8,.737,.000,.333,10.9,18.1,14.5,3.0,1.3,13.1,15.7,10.9,,0.5,0.5,1.0,.213,,-1.7,6.6,4.9,0.4
676,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
677,501,Troy Williams,SF,24,SAC,18,286,11.1,.550,.471,.172,3.2,16.8,9.8,4.7,1.6,2.4,7.9,14.6,,0.2,0.3,0.5,.080,,-2.0,0.1,-1.9,0.0
678,502,D.J. Wilson,PF,22,MIL,34,575,9.8,.508,.513,.182,5.5,19.6,12.9,6.2,1.0,2.8,11.2,13.7,,0.1,1.0,1.0,.087,,-2.9,1.3,-1.6,0.1
679,503,Justise Winslow,PF,22,MIA,59,1758,12.9,.512,.336,.196,3.7,16.3,10.0,22.0,1.7,0.8,15.0,20.6,,0.4,2.1,2.5,.068,,-0.9,0.6,-0.3,0.8
680,504,Christian Wood,PF,23,MIL,13,62,17.3,.585,.200,.600,7.0,25.1,16.6,4.6,0.0,0.0,8.7,23.5,,0.1,0.1,0.2,.149,,-3.3,-4.1,-7.4,-0.1
681,505,Delon Wright,PG,26,TOT,61,1230,14.5,.523,.299,.230,4.5,12.0,8.2,17.4,2.3,1.5,10.4,17.6,,1.3,1.6,2.9,.113,,-0.6,1.1,0.5,0.8
682,505,Delon Wright,PG,26,TOR,49,897,14.6,.527,.307,.208,4.8,10.2,7.5,16.8,2.5,1.4,10.4,17.0,,1.1,1.2,2.3,.121,,-0.1,1.1,1.0,0.7
683,505,Delon Wright,PG,26,MEM,12,333,14.1,.512,.277,.286,3.7,16.9,10.2,18.9,1.8,1.7,10.6,19.1,,0.2,0.5,0.6,.092,,-1.6,1.0,-0.6,0.1
684,506,Guerschon Yabusele,PF,23,BOS,34,184,12.5,.515,.350,.300,10.4,12.9,11.7,8.9,1.8,3.4,15.0,18.7,,0.1,0.3,0.3,.086,,-2.5,0.7,-1.8,0.0
685,507,Nick Young,SG,33,DEN,4,37,2.4,.500,.889,.000,0.0,3.0,1.5,6.8,0.0,2.4,18.2,12.6,,0.0,0.0,0.0,-0.019,,-4.3,-2.7,-7.0,0.0
686,508,Thaddeus Young,PF,30,IND,67,2053,16.4,.565,.160,.165,8.9,14.3,11.6,11.5,2.5,1.4,11.4,17.9,,2.6,3.4,6.0,.139,,0.8,2.2,2.9,2.6
687,509,Trae Young,PG,20,ATL,68,2093,15.7,.531,.384,.337,2.5,9.9,6.1,39.3,1.2,0.6,18.6,28.0,,1.4,0.6,1.9,.044,,0.8,-3.0,-2.2,-0.1
688,510,Cody Zeller,C,26,CHO,49,1243,17.2,.611,.064,.409,9.4,19.6,14.4,12.0,1.5,2.8,13.2,16.2,,2.7,1.3,3.9,.153,,0.3,1.7,2.0,1.3
689,511,Tyler Zeller,C,29,ATL,1,7,-1.0,.000,.500,.000,29.9,31.0,30.4,0.0,0.0,0.0,0.0,11.7,,0.0,0.0,0.0,-0.115,,-10.4,-8.6,-19.0,0.0
690,512,Ante Zizic,C,22,CLE,47,816,15.9,.584,.000,.385,10.3,24.0,16.9,6.4,0.7,1.8,13.5,18.3,,1.1,0.3,1.4,.084,,-2.4,-1.5,-3.9,-0.4
691,513,Ivica Zubac,C,21,TOT,45,758,18.7,.608,.000,.358,10.3,23.6,17.2,9.1,0.5,4.0,13.4,20.5,,1.4,1.0,2.3,.148,,-1.6,0.7,-0.9,0.2
692,513,Ivica Zubac,C,21,LAL,33,516,19.6,.633,.000,.342,11.1,21.1,16.3,7.2,0.4,4.2,12.9,20.5,,1.2,0.6,1.8,.165,,-1.2,0.2,-1.0,0.1
693,513,Ivica Zubac,C,21,LAC,12,242,16.7,.555,.000,.395,8.6,28.8,19.1,13.1,0.8,3.6,14.4,20.6,,0.2,0.3,0.6,.111,,-2.3,1.8,-0.6,0.1
