,Unnamed: 0,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
122,122,95,Troy Caupain,PG,23,ORL,2,9,33.0,.625,.500,.000,0.0,24.2,11.9,54.8,5.4,0.0,0.0,19.4,0.1,0.0,0.1,.397,9.3,2.2,11.5,0.0
123,123,96,Tyler Cavanaugh,PF,24,UTA,8,19,5.5,.436,.500,.333,5.8,17.0,11.4,0.0,0.0,0.0,12.7,17.7,0.0,0.0,0.0,-0.026,-8.1,-5.6,-13.7,-0.1
124,124,97,Tyson Chandler,C,36,TOT,53,846,11.4,.625,.010,.856,11.5,25.1,18.4,5.4,1.2,2.1,22.6,8.5,1.0,1.1,2.1,.117,-2.8,1.7,-1.1,0.2
125,125,97,Tyson Chandler,C,36,PHO,7,89,11.6,.653,.000,1.500,8.6,41.0,24.5,9.2,1.1,0.9,26.0,13.0,0.1,0.1,0.2,.094,-5.0,0.1,-4.8,-0.1
126,126,97,Tyson Chandler,C,36,LAL,46,757,11.4,.621,.012,.765,11.8,23.2,17.7,5.0,1.2,2.2,22.0,8.0,0.9,1.0,1.9,.119,-2.6,1.9,-0.6,0.3
127,127,98,Wilson Chandler,PF,31,PHI,36,951,9.1,.561,.570,.087,5.1,13.5,9.4,10.0,1.1,1.5,15.4,11.2,0.6,0.9,1.5,.076,-0.7,0.8,0.0,0.5
128,128,99,Joe Chealey,PG,23,CHO,1,8,2.0,.333,.000,.000,0.0,0.0,0.0,17.6,0.0,0.0,0.0,16.1,0.0,0.0,0.0,-0.075,-8.8,-8.1,-17.0,0.0
129,129,100,Marquese Chriss,PF,21,TOT,28,321,9.2,.483,.470,.239,7.7,23.1,15.1,7.5,1.7,1.9,17.8,21.4,-0.4,0.2,-0.1,-0.022,-4.3,-1.4,-5.7,-0.3
130,130,100,Marquese Chriss,PF,21,HOU,16,104,3.5,.391,.441,.206,7.3,23.3,15.1,8.3,0.9,3.3,24.4,20.5,-0.3,0.1,-0.2,-0.109,-9.1,-0.6,-9.8,-0.2
131,131,100,Marquese Chriss,PF,21,CLE,12,217,11.9,.520,.482,.253,7.9,23.0,15.1,7.2,2.1,1.2,14.8,21.8,-0.1,0.1,0.1,.019,-2.0,-1.8,-3.8,-0.1
132,132,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
133,133,101,Gary Clark,PF,24,HOU,41,583,9.1,.492,.901,.058,3.7,16.4,9.9,4.0,1.4,3.7,3.9,9.6,0.3,0.5,0.8,.070,-2.3,0.6,-1.7,0.0
134,134,102,Ian Clark,SG,27,NOP,46,612,7.0,.505,.500,.086,1.6,8.6,5.1,11.7,0.9,0.5,15.5,17.3,-0.3,0.2,-0.1,-0.010,-3.0,-2.7,-5.7,-0.6
135,135,103,Jordan Clarkson,SG,26,CLE,65,1749,17.1,.543,.389,.160,4.0,10.3,7.1,16.0,1.3,0.6,10.0,28.3,1.5,0.0,1.5,.042,1.8,-3.5,-1.7,0.1
136,136,104,John Collins,PF,21,ATL,48,1433,22.1,.640,.185,.334,12.5,22.6,17.4,11.1,0.5,1.1,11.7,23.8,4.2,0.7,4.9,.165,2.9,-1.8,1.1,1.1
137,137,105,Zach Collins,C,21,POR,62,1093,12.7,.556,.299,.315,8.5,16.6,12.6,7.4,1.0,3.6,15.3,16.2,0.9,1.2,2.2,.096,-1.3,1.1,-0.2,0.5
138,138,106,Darren Collison,PG,31,IND,66,1863,16.7,.582,.308,.283,2.0,10.0,6.1,29.5,2.4,0.4,14.8,17.2,3.6,2.6,6.2,.161,1.3,0.0,1.3,1.6
139,139,107,Bonzie Colson,SF,23,MIL,1,3,-12.7,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,-0.317,-12.7,-4.2,-17.0,0.0
140,140,108,Mike Conley,PG,31,MEM,63,2099,20.9,.561,.381,.340,2.1,9.6,5.8,33.2,2.1,1.0,9.6,27.3,4.4,2.5,6.9,.157,4.4,-0.9,3.5,2.9
141,141,109,Pat Connaughton,SG,26,MIL,45,811,12.3,.524,.578,.103,5.2,13.6,9.7,14.0,1.0,2.1,8.3,13.7,1.0,1.2,2.1,.127,-0.4,1.0,0.6,0.5
142,142,110,Quinn Cook,PG,25,GSW,57,772,12.6,.535,.445,.061,2.7,13.6,8.4,15.4,1.1,0.3,9.0,20.3,0.6,0.5,1.1,.070,-0.6,-2.6,-3.2,-0.2
143,143,111,DeMarcus Cousins,C,28,GSW,18,456,20.1,.547,.270,.445,5.6,27.3,16.9,19.1,2.5,5.2,14.6,27.6,0.4,0.9,1.3,.133,-0.8,3.3,2.5,0.5
144,144,112,Robert Covington,SF,28,TOT,35,1203,13.4,.580,.622,.246,2.5,14.6,8.6,5.2,2.9,3.2,10.5,15.6,1.0,1.6,2.6,.104,0.5,2.0,2.5,1.4
145,145,112,Robert Covington,SF,28,PHI,13,440,11.0,.578,.658,.197,1.8,14.2,8.1,4.3,2.6,4.1,14.8,14.2,0.0,0.7,0.7,.078,-1.2,2.6,1.4,0.4
146,146,112,Robert Covington,SF,28,MIN,22,763,14.8,.580,.604,.269,2.9,14.8,8.8,5.8,3.1,2.7,8.4,16.4,1.0,0.9,1.9,.119,1.6,1.6,3.2,1.0
147,147,113,Allen Crabbe,SG,26,BRK,41,1063,7.7,.514,.691,.154,1.7,12.0,6.9,5.4,1.0,1.0,10.4,16.8,-0.2,0.9,0.6,.029,-2.1,-0.8,-2.8,-0.2
148,148,114,Torrey Craig,SF,28,DEN,59,1233,9.5,.518,.502,.177,6.8,12.4,9.6,5.5,1.3,2.7,11.0,12.4,0.7,1.3,2.0,.078,-1.5,0.8,-0.6,0.4
149,149,115,Jamal Crawford,SG,38,PHO,54,947,9.4,.479,.453,.235,0.9,7.1,3.9,26.9,1.4,0.9,18.1,20.0,-0.6,0.1,-0.6,-0.028,-3.4,-3.7,-7.2,-1.2
150,150,116,Mitch Creek,SF,26,BRK,4,36,21.6,.573,.100,.700,14.8,14.8,14.8,20.3,1.3,0.0,0.0,15.3,0.2,0.0,0.2,.257,3.3,-0.2,3.2,0.0
151,151,117,Jae Crowder,SF,28,UTA,64,1782,11.9,.534,.658,.252,3.3,15.7,9.5,9.0,1.4,1.1,8.9,18.9,0.9,2.4,3.3,.089,0.0,0.3,0.3,1.0
152,152,118,Dante Cunningham,PF,31,SAS,57,871,10.9,.612,.416,.121,5.8,17.0,11.5,7.0,1.3,1.3,11.8,9.0,1.1,0.7,1.9,.104,-0.4,0.7,0.2,0.5
153,153,119,Seth Curry,SG,28,POR,60,1033,10.1,.587,.541,.106,2.0,6.4,4.2,7.1,1.2,0.7,12.3,15.6,0.8,0.6,1.5,.068,-0.3,-1.7,-2.0,0.0
154,154,120,Stephen Curry,PG,30,GSW,54,1856,24.5,.647,.597,.224,2.1,13.8,8.2,23.8,1.7,0.9,11.8,30.5,5.9,1.7,7.6,.197,7.8,-1.9,6.0,3.7
155,155,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
156,156,121,Troy Daniels,SG,27,PHO,36,458,11.8,.591,.713,.103,1.7,8.2,4.9,5.0,2.0,0.7,9.9,18.9,0.2,0.1,0.4,.040,-0.1,-3.3,-3.4,-0.2
157,157,122,Anthony Davis,C,25,NOP,51,1743,30.5,.595,.138,.438,9.7,27.4,18.7,19.0,2.2,5.9,8.0,29.5,6.4,3.0,9.3,.257,4.9,3.9,8.7,4.8
158,158,123,Ed Davis,C,29,BRK,67,1214,16.9,.626,.008,.528,15.6,34.4,25.0,6.5,1.2,1.7,15.1,12.6,2.6,2.0,4.6,.182,-1.4,1.7,0.3,0.7
159,159,124,Tyler Davis,C,21,OKC,1,1,0.0,.000,.000,.000,100.0,0.0,51.5,0.0,0.0,0.0,0.0,40.6,0.0,0.0,0.0,-0.465,-15.0,-20.5,-35.5,0.0
160,160,125,Dewayne Dedmon,C,29,ATL,55,1383,16.0,.603,.405,.227,7.0,24.5,15.5,8.4,1.9,3.9,13.3,16.8,1.8,1.6,3.4,.118,-0.4,1.6,1.2,1.1
161,161,126,Sam Dekker,SF-PF,24,TOT,40,658,14.8,.547,.211,.183,7.2,15.0,11.0,8.4,2.4,0.9,7.6,16.2,0.7,0.4,1.2,.086,-1.0,-0.6,-1.6,0.1
162,162,126,Sam Dekker,PF,24,CLE,9,169,14.0,.544,.271,.208,5.7,16.4,10.8,8.0,3.2,0.0,8.7,14.9,0.2,0.1,0.3,.081,-1.0,-0.4,-1.4,0.0
163,163,126,Sam Dekker,SF,24,WAS,31,489,15.1,.548,.194,.176,7.7,14.5,11.1,8.5,2.1,1.2,7.3,16.6,0.6,0.3,0.9,.088,-1.0,-0.7,-1.7,0.0
164,164,127,Angel Delgado,C,24,LAC,1,14,7.5,.307,.000,.500,15.6,14.6,15.1,0.0,3.4,0.0,0.0,14.7,0.0,0.0,0.0,.017,-6.5,-3.3,-9.8,0.0
165,165,128,Matthew Dellavedova,PG,28,TOT,48,812,11.1,.532,.537,.215,0.8,9.9,5.2,32.3,0.9,0.2,20.4,17.9,0.5,0.0,0.5,.029,-1.3,-4.2,-5.5,-0.7
166,166,128,Matthew Dellavedova,PG,28,MIL,12,97,7.5,.482,.579,.211,0.0,10.0,5.3,35.8,1.0,0.0,34.6,13.8,0.0,0.1,0.1,.046,-5.4,-3.0,-8.4,-0.2
167,167,128,Matthew Dellavedova,PG,28,CLE,36,715,11.6,.537,.534,.215,0.9,9.9,5.2,31.9,0.8,0.2,18.9,18.4,0.5,-0.1,0.4,.026,-0.7,-4.3,-5.1,-0.6
168,168,129,Luol Deng,SF,33,MIN,22,392,14.7,.588,.373,.297,5.4,14.6,9.9,6.4,1.8,1.7,9.5,15.7,0.6,0.3,0.9,.106,-0.1,-0.5,-0.5,0.1
169,169,130,DeMar DeRozan,SG,29,SAS,61,2149,18.9,.532,.038,.322,2.3,16.7,9.6,27.4,1.4,1.1,11.7,28.4,2.3,1.9,4.2,.094,0.0,0.2,0.2,1.2
170,170,131,Marcus Derrickson,PF,22,GSW,9,54,10.3,.543,.583,.167,10.3,5.7,7.9,2.6,0.0,1.6,10.4,22.7,0.0,0.0,0.0,.038,-0.9,-5.8,-6.7,-0.1
171,171,132,Cheick Diallo,PF,22,NOP,50,629,18.3,.649,.010,.293,9.1,29.7,19.6,4.0,1.7,3.5,14.6,16.5,1.0,0.9,1.9,.146,-2.2,0.5,-1.7,0.0
172,172,133,Hamidou Diallo,SG,20,OKC,46,517,10.4,.505,.142,.364,7.2,11.8,9.5,4.4,1.8,1.6,10.9,16.6,0.1,0.7,0.8,.074,-4.1,-0.4,-4.5,-0.3
173,173,134,Gorgui Dieng,C,29,MIN,60,777,17.0,.567,.165,.258,8.5,24.8,16.6,9.2,2.0,3.3,10.8,17.5,1.2,1.0,2.2,.137,-1.0,1.4,0.3,0.5
174,174,135,Spencer Dinwiddie,PG,25,BRK,54,1527,17.7,.595,.435,.419,1.5,7.8,4.7,28.5,1.0,0.7,13.5,25.1,3.4,1.0,4.4,.140,2.8,-2.3,0.4,0.9
175,175,136,Donte DiVincenzo,SG,22,MIL,25,385,9.6,.511,.661,.102,4.2,11.8,8.3,9.7,1.6,1.3,12.7,15.4,0.0,0.6,0.6,.076,-1.7,0.3,-1.4,0.1
176,176,137,Luka Doncic,SG,19,DAL,61,1960,19.6,.557,.438,.406,3.7,20.5,12.2,29.8,1.6,0.9,14.9,29.7,2.3,2.2,4.5,.110,3.0,0.8,3.9,2.9
177,177,138,Tyler Dorsey,SG,22,TOT,33,296,9.2,.478,.453,.283,4.3,15.6,9.8,9.2,1.3,0.3,9.8,18.5,-0.1,0.2,0.1,.010,-3.6,-2.7,-6.3,-0.3
178,178,138,Tyler Dorsey,SG,22,ATL,27,251,7.9,.448,.438,.292,3.7,14.7,9.1,9.5,1.3,0.3,9.1,17.9,-0.1,0.1,0.0,-0.008,-4.2,-2.7,-6.9,-0.3
179,179,138,Tyler Dorsey,SG,22,MEM,6,45,16.4,.640,.529,.235,7.4,20.5,13.8,7.7,1.1,0.0,13.8,21.8,0.1,0.1,0.1,.110,0.2,-2.8,-2.7,0.0
180,180,139,Damyean Dotson,SG,24,NYK,57,1454,11.5,.525,.466,.154,2.2,13.1,7.4,9.7,1.6,0.4,7.1,16.9,0.9,0.7,1.6,.053,-0.6,-1.2,-1.8,0.1
181,181,140,PJ Dozier,SG,22,BOS,4,10,24.8,.583,.333,.000,21.3,21.5,21.4,0.0,0.0,0.0,0.0,25.9,0.0,0.0,0.0,.207,0.9,-10.8,-9.9,0.0
182,182,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
183,183,141,Goran Dragic,PG,32,MIA,19,507,14.4,.536,.378,.286,1.7,9.3,5.5,25.0,1.1,0.7,13.6,26.1,0.4,0.4,0.8,.075,0.0,-2.4,-2.4,0.0
184,184,142,Andre Drummond,C,25,DET,61,2030,23.0,.552,.044,.380,16.3,34.3,25.0,6.2,2.5,4.4,12.2,23.5,2.8,4.5,7.3,.172,-1.1,3.3,2.2,2.1
185,185,143,Jared Dudley,PF,33,BRK,47,979,6.9,.525,.634,.180,2.7,10.8,6.7,9.2,1.4,1.0,15.4,10.7,0.2,0.9,1.0,.050,-2.3,0.9,-1.4,0.1
186,186,144,Kris Dunn,PG,24,CHI,39,1199,12.1,.483,.184,.134,1.4,13.5,7.4,29.5,2.3,1.4,16.7,19.4,-0.5,1.1,0.6,.025,-2.3,0.5,-1.8,0.0
187,187,145,Kevin Durant,PF,30,GSW,64,2270,24.6,.625,.277,.379,1.6,18.2,10.2,25.3,1.0,2.8,12.1,30.0,7.2,2.3,9.5,.200,4.2,0.0,4.2,3.5
188,188,146,Trevon Duval,PG,20,MIL,3,6,38.7,.833,.333,.000,0.0,16.2,8.6,59.1,0.0,0.0,0.0,21.0,0.1,0.0,0.1,.544,14.0,-4.1,10.0,0.0
189,189,147,Vince Edwards,SF,22,HOU,2,16,3.8,.375,1.000,.000,6.8,7.2,7.0,0.0,0.0,0.0,0.0,10.8,0.0,0.0,0.0,-0.022,-4.2,-6.0,-10.2,0.0
190,190,148,Henry Ellenson,PF,22,TOT,9,131,10.0,.485,.489,.170,1.5,26.8,13.7,7.8,1.8,0.0,7.3,17.7,0.0,0.1,0.1,.046,-3.7,-1.3,-5.0,-0.1
191,191,148,Henry Ellenson,PF,22,DET,2,25,14.8,.551,.400,.200,0.0,40.5,19.7,6.2,0.0,0.0,0.0,18.7,0.0,0.0,0.1,.150,-3.6,-2.7,-6.3,0.0
192,192,148,Henry Ellenson,PF,22,NYK,7,106,8.9,.467,.514,.162,1.9,23.5,12.3,8.2,2.3,0.0,9.2,17.4,-0.1,0.1,0.0,.022,-3.7,-1.0,-4.7,-0.1
193,193,149,Wayne Ellington,SG,31,TOT,35,796,10.1,.540,.833,.089,0.8,8.5,4.6,7.8,2.1,0.4,7.6,16.3,0.5,0.8,1.3,.079,0.2,-1.0,-0.8,0.2
194,194,149,Wayne Ellington,SG,31,MIA,25,533,10.9,.547,.842,.087,1.2,8.3,4.7,7.8,2.2,0.5,6.8,16.5,0.4,0.6,1.0,.091,0.7,-1.2,-0.5,0.2
195,195,149,Wayne Ellington,SG,31,DET,10,263,8.6,.525,.814,.093,0.0,9.0,4.4,7.8,1.9,0.3,9.1,16.1,0.0,0.3,0.3,.054,-0.8,-0.7,-1.5,0.0
196,196,150,Joel Embiid,C,24,PHI,54,1822,25.5,.593,.217,.545,8.1,33.9,21.3,17.5,0.8,4.5,13.5,33.1,4.0,3.2,7.2,.189,1.4,2.0,3.4,2.5
197,197,151,James Ennis,SF,28,TOT,48,1051,11.0,.599,.547,.263,4.6,10.3,7.4,4.2,1.8,1.4,9.1,12.2,1.4,0.7,2.1,.096,-0.4,-0.5,-0.9,0.3
198,198,151,James Ennis,SF,28,HOU,40,949,11.3,.622,.569,.275,4.2,9.7,6.9,4.1,2.0,1.4,8.9,11.9,1.4,0.6,2.1,.104,0.0,-0.3,-0.3,0.4
199,199,151,James Ennis,SF,28,PHI,8,102,7.6,.447,.406,.188,7.6,15.3,11.5,5.3,0.5,1.5,10.4,15.9,0.0,0.1,0.0,.023,-4.3,-1.8,-6.1,-0.1
200,200,152,Drew Eubanks,PF,21,SAS,18,90,18.5,.789,.000,.684,3.7,22.8,13.3,7.8,0.5,3.7,16.8,14.5,0.3,0.1,0.4,.189,-0.7,0.3,-0.4,0.0
201,201,153,Jacob Evans,SG,21,GSW,24,116,1.4,.334,.214,.036,2.9,8.0,5.5,15.6,0.4,0.7,19.8,13.0,-0.2,0.0,-0.2,-0.067,-7.1,-2.4,-9.5,-0.2
202,202,154,Jawun Evans,PG,22,PHO,7,64,0.8,.231,.154,.000,1.7,19.6,10.5,20.1,2.2,0.0,31.6,12.7,-0.2,0.0,-0.2,-0.137,-10.1,0.2,-9.9,-0.1
203,203,155,Tyreke Evans,SG,29,IND,57,1127,11.6,.481,.348,.230,2.9,11.9,7.6,17.1,2.3,1.2,14.0,26.4,-1.3,1.7,0.4,.015,-3.0,-0.3,-3.3,-0.4
204,204,156,Dante Exum,PG,23,UTA,39,637,12.6,.530,.252,.368,2.6,8.4,5.5,25.2,1.1,0.6,14.5,21.3,0.5,0.6,1.1,.086,-1.7,-1.5,-3.2,-0.2
205,205,157,Kenneth Faried,C,29,TOT,28,565,22.3,.632,.089,.384,15.2,23.2,19.1,5.4,1.0,2.8,9.9,20.1,1.7,0.6,2.3,.196,0.5,-1.0,-0.5,0.2
206,206,157,Kenneth Faried,C,29,BRK,12,118,20.6,.622,.119,.381,13.5,26.1,19.8,2.8,0.8,2.7,10.9,19.7,0.3,0.2,0.4,.167,-2.0,-1.7,-3.6,0.0
207,207,157,Kenneth Faried,C,29,HOU,16,447,22.7,.635,.081,.385,15.6,22.5,18.9,6.1,1.1,2.9,9.6,20.2,1.5,0.4,1.9,.203,1.2,-0.8,0.4,0.3
208,208,158,Derrick Favors,C,27,UTA,64,1503,21.3,.623,.138,.387,12.4,21.4,16.9,7.2,1.6,4.9,10.8,19.0,3.6,2.8,6.4,.206,0.9,3.1,4.0,2.3
209,209,159,Cristiano Felicio,C,26,CHI,45,447,12.6,.561,.019,.429,11.0,18.9,14.9,6.8,0.7,0.8,12.6,14.0,0.6,0.3,0.8,.087,-2.7,-1.2,-3.9,-0.2
210,210,160,Raymond Felton,PG,34,OKC,24,283,11.8,.506,.411,.121,1.1,7.8,4.4,18.9,1.3,1.5,9.6,17.9,0.2,0.3,0.5,.085,-2.4,-1.9,-4.3,-0.2
211,211,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
212,212,161,Terrance Ferguson,SG,20,OKC,58,1465,6.4,.560,.656,.108,1.7,5.4,3.5,4.4,1.0,0.8,8.4,10.6,0.9,1.2,2.2,.071,-1.6,-0.6,-2.1,0.0
213,213,162,Yogi Ferrell,PG,25,SAC,55,810,13.1,.544,.407,.183,1.5,9.9,5.6,17.8,1.6,0.4,8.2,16.1,1.1,0.6,1.7,.098,-0.4,-1.5,-1.9,0.0
214,214,163,Dorian Finney-Smith,SF,25,DAL,65,1638,11.2,.545,.471,.217,7.6,13.2,10.4,5.6,1.8,1.6,12.2,13.7,1.1,1.7,2.8,.082,-0.9,1.1,0.2,0.9
215,215,164,Bryn Forbes,PG,25,SAS,66,1851,11.3,.566,.519,.106,0.8,10.3,5.6,10.7,1.0,0.1,9.4,17.9,1.4,0.9,2.3,.061,0.6,-2.0,-1.4,0.3
216,216,165,Evan Fournier,SG,26,ORL,66,2096,11.7,.527,.434,.156,1.6,8.9,5.2,17.8,1.4,0.4,12.2,22.3,0.2,1.9,2.0,.047,-0.6,-1.2,-1.8,0.1
217,217,166,De'Aaron Fox,PG,21,SAC,64,2030,17.9,.548,.212,.386,1.7,10.4,6.0,32.8,2.4,1.4,15.5,24.4,2.4,2.1,4.5,.106,1.0,0.0,1.0,1.5
218,218,167,Melvin Frazier,SG,22,ORL,7,32,5.6,.429,.214,.000,6.6,3.4,5.0,0.0,1.5,0.0,6.7,20.5,-0.1,0.0,0.0,-0.047,-6.9,-4.8,-11.7,-0.1
219,219,168,Tim Frazier,PG,28,NOP,47,909,11.7,.552,.395,.210,3.7,11.9,7.9,28.0,1.3,0.4,22.0,12.4,1.1,0.5,1.6,.085,-0.6,-1.3,-1.9,0.0
220,220,169,Channing Frye,C,35,CLE,30,295,9.0,.524,.684,.126,1.4,16.9,8.9,9.0,0.8,1.5,9.1,16.4,0.1,0.0,0.2,.025,-1.9,-2.6,-4.5,-0.2
221,221,170,Markelle Fultz,PG,20,PHI,19,427,10.5,.452,.090,.239,6.7,10.7,8.8,19.7,1.9,0.9,12.7,19.3,-0.1,0.4,0.3,.038,-2.9,0.0,-2.9,-0.1
222,222,171,Danilo Gallinari,SF,30,LAC,56,1704,20.0,.625,.430,.457,3.1,17.2,10.4,12.1,1.1,0.9,8.5,23.3,5.0,1.5,6.4,.181,3.8,-1.2,2.6,2.0
223,223,172,Langston Galloway,SG,27,DET,62,1295,10.5,.531,.661,.157,2.9,8.7,5.7,7.3,1.1,0.4,4.1,16.0,1.4,1.1,2.5,.092,0.1,-1.3,-1.1,0.3
224,224,173,Marc Gasol,C,34,TOT,63,2019,17.1,.540,.303,.292,3.8,25.3,14.4,22.8,1.7,3.4,13.2,22.1,1.3,3.5,4.8,.115,-0.3,3.3,3.0,2.5
225,225,173,Marc Gasol,C,34,MEM,53,1788,17.1,.541,.324,.294,3.5,25.7,14.4,22.8,1.7,3.4,13.4,22.5,1.0,3.1,4.1,.111,-0.2,3.3,3.0,2.2
226,226,173,Marc Gasol,C,34,TOR,10,231,17.5,.532,.133,.277,6.1,22.1,14.2,22.2,1.7,3.6,12.3,19.6,0.3,0.4,0.7,.149,-0.6,3.3,2.6,0.3
227,227,174,Pau Gasol,C,38,TOT,29,346,17.1,.529,.132,.440,7.0,34.8,21.1,19.6,0.7,3.7,12.8,15.8,0.5,0.5,1.0,.140,-1.9,2.7,0.8,0.2
228,228,174,Pau Gasol,C,38,SAS,27,330,18.1,.544,.114,.432,7.3,34.4,21.0,20.3,0.7,3.6,11.8,15.8,0.6,0.5,1.1,.157,-1.2,2.7,1.5,0.3
229,229,174,Pau Gasol,C,38,MIL,2,16,-3.6,.129,.667,.667,0.0,42.5,22.4,7.0,0.0,5.2,34.0,15.4,-0.1,0.0,-0.1,-0.206,-16.2,3.2,-13.0,0.0
230,230,175,Rudy Gay,PF,32,SAS,55,1490,18.2,.594,.240,.202,3.7,22.5,13.2,14.6,1.5,1.8,11.7,21.9,2.3,1.7,3.9,.126,0.9,0.7,1.5,1.3
231,231,176,Paul George,SF,28,OKC,62,2271,24.0,.586,.463,.338,3.8,19.3,11.4,18.1,2.8,0.9,9.7,29.7,6.1,3.9,10.0,.212,5.1,0.6,5.7,4.4
232,232,177,Taj Gibson,PF,33,MIN,65,1587,17.5,.612,.068,.319,10.6,18.4,14.5,7.1,1.5,1.9,10.9,16.9,3.4,1.3,4.8,.144,0.8,0.2,1.0,1.2
233,233,178,Harry Giles,PF,20,SAC,52,713,13.9,.522,.017,.277,8.3,20.2,14.2,14.3,1.8,2.0,15.8,23.4,-0.1,0.9,0.8,.055,-3.3,0.8,-2.5,-0.1
234,234,179,Shai Gilgeous-Alexander,PG,20,LAC,67,1717,12.2,.543,.197,.264,2.8,8.0,5.5,16.5,2.0,1.7,16.1,18.1,0.5,1.5,2.0,.057,-1.3,0.3,-1.0,0.5
235,235,180,Rudy Gobert,C,26,UTA,65,2061,24.1,.670,.000,.729,13.1,30.5,21.8,10.2,1.3,5.7,12.4,17.6,6.6,4.4,11.0,.256,1.7,5.1,6.8,4.6
236,236,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
237,237,181,Brandon Goodwin,PG,23,DEN,16,57,8.4,.413,.261,.478,1.9,3.8,2.9,31.8,0.0,0.0,9.7,22.9,0.0,0.0,0.0,.025,-4.4,-6.5,-10.8,-0.1
238,238,182,Aaron Gordon,PF,23,ORL,63,2120,15.0,.534,.329,.259,5.2,18.7,11.8,16.3,1.0,1.8,12.1,22.1,1.2,2.5,3.7,.085,-0.4,1.0,0.6,1.4
239,239,183,Eric Gordon,SG,30,HOU,52,1693,11.8,.530,.603,.179,1.0,7.6,4.2,10.3,1.0,1.1,8.3,22.4,1.0,0.5,1.4,.040,-0.4,-3.2,-3.6,-0.7
240,240,184,Marcin Gortat,C,34,LAC,47,751,12.9,.562,.000,.258,9.8,26.4,18.4,12.1,0.4,2.5,19.4,14.5,0.6,0.9,1.4,.092,-2.4,1.5,-0.9,0.2
241,241,185,Devonte' Graham,PG,23,CHO,32,420,10.5,.482,.574,.169,0.8,9.4,5.0,23.3,2.0,0.4,13.1,17.2,0.1,0.3,0.3,.039,-1.6,-2.3,-3.9,-0.2
242,242,186,Treveon Graham,SG,25,BRK,26,559,5.3,.446,.651,.121,3.4,11.6,7.5,5.8,0.7,1.0,8.7,13.0,-0.2,0.4,0.2,.015,-3.3,-0.4,-3.7,-0.2
243,243,187,Jerami Grant,PF,24,OKC,64,2071,14.2,.603,.331,.297,3.5,13.1,8.2,4.2,1.2,3.4,6.6,14.8,3.4,2.7,6.1,.142,-0.5,1.2,0.7,1.4
244,244,188,Jerian Grant,PG,26,ORL,52,863,10.5,.513,.485,.196,2.1,9.0,5.5,22.7,2.4,0.6,18.9,13.2,0.3,1.0,1.3,.074,-2.3,0.1,-2.2,0.0
245,245,189,Donte Grantham,SF,23,OKC,2,2,-37.9,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.6,0.0,0.0,0.0,-0.943,-25.2,-13.6,-38.9,0.0
246,246,190,Danny Green,SG,31,TOR,64,1815,12.0,.607,.675,.065,3.1,12.1,7.7,6.7,1.5,2.0,10.0,13.7,2.1,2.2,4.3,.114,1.2,1.2,2.4,2.0
247,247,191,Draymond Green,PF,28,GSW,50,1557,12.7,.514,.390,.229,3.3,21.4,12.7,27.6,2.3,2.6,27.1,12.8,0.8,2.3,3.1,.096,-1.4,3.2,1.8,1.5
248,248,192,Gerald Green,SG,33,HOU,61,1301,11.9,.570,.761,.120,2.4,11.6,6.9,4.4,0.9,1.6,8.2,19.0,1.2,0.6,1.8,.066,-0.2,-3.0,-3.2,-0.4
249,249,193,JaMychal Green,PF,28,TOT,52,1112,15.0,.583,.347,.243,8.8,24.4,16.5,5.8,1.8,2.7,15.0,20.0,0.6,1.8,2.4,.105,-1.9,0.5,-1.3,0.2
250,250,193,JaMychal Green,PF,28,MEM,41,900,15.1,.580,.308,.256,8.9,23.0,15.8,6.6,1.8,2.8,15.6,20.6,0.4,1.5,1.9,.102,-2.0,0.9,-1.1,0.2
251,251,193,JaMychal Green,PF,28,LAC,11,212,15.0,.593,.521,.183,8.3,29.9,19.5,2.7,1.6,2.2,12.5,17.5,0.2,0.3,0.5,.122,-1.2,-1.0,-2.2,0.0
